*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/mlop.ini

trace_0 /data3/CLOUD9/traces/cloud9_phase3_core0.trace.xz
Heartbeat CPU  0 instructions:    2000003 cycles:     851945 heartbeat IPC: 2.40241 cumulative IPC: 2.34757 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  1 instructions:    2000003 cycles:     871288 heartbeat IPC: 2.29590 cumulative IPC: 2.29546 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  2 instructions:    2000001 cycles:     928599 heartbeat IPC: 2.31505 cumulative IPC: 2.15378 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  3 instructions:    3000003 cycles:    1195105 heartbeat IPC: 2.52964 cumulative IPC: 2.51024 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    1270142 heartbeat IPC: 2.39122 cumulative IPC: 2.36194 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  1 instructions:    3000001 cycles:    1299225 heartbeat IPC: 2.33679 cumulative IPC: 2.30907 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  2 instructions:    3000001 cycles:    1365946 heartbeat IPC: 2.28651 cumulative IPC: 2.19628 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1589360 heartbeat IPC: 2.53642 cumulative IPC: 2.51674 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1703541 heartbeat IPC: 2.30734 cumulative IPC: 2.34805 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1763244 heartbeat IPC: 2.15508 cumulative IPC: 2.26855 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1820498 heartbeat IPC: 2.19997 cumulative IPC: 2.19720 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  3 instructions:    5000001 cycles:    1982063 heartbeat IPC: 2.54646 cumulative IPC: 2.52262 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    2156073 heartbeat IPC: 2.20979 cumulative IPC: 2.31903 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    2241564 heartbeat IPC: 2.37492 cumulative IPC: 2.23059 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  1 instructions:    5000002 cycles:    2251883 heartbeat IPC: 2.04650 cumulative IPC: 2.22036 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  3 instructions:    6000002 cycles:    2378227 heartbeat IPC: 2.52421 cumulative IPC: 2.52289 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    2601532 heartbeat IPC: 2.24487 cumulative IPC: 2.30633 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  1 instructions:    6000001 cycles:    2688483 heartbeat IPC: 2.29042 cumulative IPC: 2.23174 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  2 instructions:    6000001 cycles:    2735296 heartbeat IPC: 2.02539 cumulative IPC: 2.19355 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  3 instructions:    7000000 cycles:    2778468 heartbeat IPC: 2.49849 cumulative IPC: 2.51937 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    3065616 heartbeat IPC: 2.15479 cumulative IPC: 2.28339 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  1 instructions:    7000000 cycles:    3137792 heartbeat IPC: 2.22564 cumulative IPC: 2.23087 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  2 instructions:    7000000 cycles:    3164318 heartbeat IPC: 2.33088 cumulative IPC: 2.21217 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    3173420 heartbeat IPC: 2.53195 cumulative IPC: 2.52094 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3514253 heartbeat IPC: 2.22897 cumulative IPC: 2.27644 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  3 instructions:    9000000 cycles:    3567624 heartbeat IPC: 2.53676 cumulative IPC: 2.52269 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    3582381 heartbeat IPC: 2.39198 cumulative IPC: 2.23315 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    3589838 heartbeat IPC: 2.21216 cumulative IPC: 2.22851 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    3961453 heartbeat IPC: 2.23614 cumulative IPC: 2.27189 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  3 instructions:   10000000 cycles:    3962182 heartbeat IPC: 2.53448 cumulative IPC: 2.52386 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  2 instructions:    9000003 cycles:    4004025 heartbeat IPC: 2.37168 cumulative IPC: 2.24774 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  1 instructions:    9000001 cycles:    4023193 heartbeat IPC: 2.30758 cumulative IPC: 2.23703 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    4355633 heartbeat IPC: 2.54162 cumulative IPC: 2.52547 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   10000003 cycles:    4412093 heartbeat IPC: 2.21907 cumulative IPC: 2.26650 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  2 instructions:   10000002 cycles:    4421283 heartbeat IPC: 2.39660 cumulative IPC: 2.26179 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  1 instructions:   10000000 cycles:    4511426 heartbeat IPC: 2.04820 cumulative IPC: 2.21659 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    4747095 heartbeat IPC: 2.55452 cumulative IPC: 2.52786 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   11000003 cycles:    4896145 heartbeat IPC: 2.06589 cumulative IPC: 2.24667 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  1 instructions:   11000000 cycles:    4945127 heartbeat IPC: 2.30574 cumulative IPC: 2.22441 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  2 instructions:   11000001 cycles:    5000175 heartbeat IPC: 1.72744 cumulative IPC: 2.19992 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  3 instructions:   13000001 cycles:    5137513 heartbeat IPC: 2.56136 cumulative IPC: 2.53041 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5313912 heartbeat IPC: 2.39367 cumulative IPC: 2.25822 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    5364354 heartbeat IPC: 2.38534 cumulative IPC: 2.23699 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    5427980 heartbeat IPC: 2.33751 cumulative IPC: 2.21077 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  3 instructions:   14000001 cycles:    5528064 heartbeat IPC: 2.56049 cumulative IPC: 2.53253 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   13000002 cycles:    5748794 heartbeat IPC: 2.29948 cumulative IPC: 2.26134 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  1 instructions:   13000001 cycles:    5786882 heartbeat IPC: 2.36671 cumulative IPC: 2.24646 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    5856097 heartbeat IPC: 2.33581 cumulative IPC: 2.21991 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  3 instructions:   15000002 cycles:    5918883 heartbeat IPC: 2.55873 cumulative IPC: 2.53426 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  0 instructions:   14000003 cycles:    6177740 heartbeat IPC: 2.33130 cumulative IPC: 2.26620 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  1 instructions:   14000001 cycles:    6212595 heartbeat IPC: 2.34900 cumulative IPC: 2.25349 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  2 instructions:   14000001 cycles:    6289281 heartbeat IPC: 2.30849 cumulative IPC: 2.22601 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    6311351 heartbeat IPC: 2.54797 cumulative IPC: 2.53512 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:    6597270 heartbeat IPC: 2.38362 cumulative IPC: 2.27367 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  3 instructions:   17000001 cycles:    6702235 heartbeat IPC: 2.55831 cumulative IPC: 2.53647 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  2 instructions:   15000000 cycles:    6753017 heartbeat IPC: 2.15640 cumulative IPC: 2.22123 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  1 instructions:   15000001 cycles:    6800332 heartbeat IPC: 1.70144 cumulative IPC: 2.20577 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7004888 heartbeat IPC: 2.45327 cumulative IPC: 2.28412 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  3 instructions:   18000000 cycles:    7092931 heartbeat IPC: 2.55953 cumulative IPC: 2.53774 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    7200664 heartbeat IPC: 2.23390 cumulative IPC: 2.22202 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    7232342 heartbeat IPC: 2.31476 cumulative IPC: 2.21228 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  3 instructions:   19000002 cycles:    7484201 heartbeat IPC: 2.55578 cumulative IPC: 2.53868 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    7558264 heartbeat IPC: 1.80709 cumulative IPC: 2.24919 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  2 instructions:   17000000 cycles:    7640786 heartbeat IPC: 2.27210 cumulative IPC: 2.22490 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  1 instructions:   17000000 cycles:    7666948 heartbeat IPC: 2.30093 cumulative IPC: 2.21731 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    7873910 heartbeat IPC: 2.56601 cumulative IPC: 2.54003 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   18000003 cycles:    7983601 heartbeat IPC: 2.35108 cumulative IPC: 2.25462 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  2 instructions:   18000003 cycles:    8066303 heartbeat IPC: 2.35009 cumulative IPC: 2.23151 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  1 instructions:   18000000 cycles:    8100625 heartbeat IPC: 2.30586 cumulative IPC: 2.22205 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  3 instructions:   21000001 cycles:    8271536 heartbeat IPC: 2.51493 cumulative IPC: 2.53883 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:    8400232 heartbeat IPC: 2.40020 cumulative IPC: 2.26184 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  2 instructions:   19000000 cycles:    8518260 heartbeat IPC: 2.21259 cumulative IPC: 2.23050 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  1 instructions:   19000002 cycles:    8568290 heartbeat IPC: 2.13829 cumulative IPC: 2.21748 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  3 instructions:   22000001 cycles:    8664466 heartbeat IPC: 2.54498 cumulative IPC: 2.53911 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    8941228 heartbeat IPC: 2.36424 cumulative IPC: 2.23683 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    8957016 heartbeat IPC: 1.79603 cumulative IPC: 2.23289 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    9016299 heartbeat IPC: 2.23209 cumulative IPC: 2.21820 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:    9055004 heartbeat IPC: 2.56057 cumulative IPC: 2.54003 (Simulation time: 0 hr 2 min 15 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:    9425009 heartbeat IPC: 2.13679 cumulative IPC: 2.22811 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  2 instructions:   21000000 cycles:    9435773 heartbeat IPC: 2.02206 cumulative IPC: 2.22557 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:    9443376 heartbeat IPC: 2.57485 cumulative IPC: 2.54146 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  1 instructions:   21000000 cycles:    9450599 heartbeat IPC: 2.30256 cumulative IPC: 2.22208 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  3 instructions:   25000000 cycles:    9832608 heartbeat IPC: 2.56916 cumulative IPC: 2.54256 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:    9849954 heartbeat IPC: 2.35325 cumulative IPC: 2.23351 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  2 instructions:   22000003 cycles:    9854381 heartbeat IPC: 2.38888 cumulative IPC: 2.23251 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  1 instructions:   22000002 cycles:    9898693 heartbeat IPC: 2.23168 cumulative IPC: 2.22252 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  3 instructions:   26000000 cycles:   10223998 heartbeat IPC: 2.55500 cumulative IPC: 2.54304 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   10273020 heartbeat IPC: 2.36369 cumulative IPC: 2.23887 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  2 instructions:   23000002 cycles:   10275497 heartbeat IPC: 2.37464 cumulative IPC: 2.23833 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:   10344790 heartbeat IPC: 2.24166 cumulative IPC: 2.22334 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  3 instructions:   27000000 cycles:   10616242 heartbeat IPC: 2.54943 cumulative IPC: 2.54327 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10688000 heartbeat IPC: 2.40975 cumulative IPC: 2.24551 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:   10697522 heartbeat IPC: 2.36952 cumulative IPC: 2.24351 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:   10774983 heartbeat IPC: 2.32454 cumulative IPC: 2.22738 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   11007770 heartbeat IPC: 2.55410 cumulative IPC: 2.54366 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   25000003 cycles:   11078918 heartbeat IPC: 2.55809 cumulative IPC: 2.25654 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  2 instructions:   25000003 cycles:   11113660 heartbeat IPC: 2.40306 cumulative IPC: 2.24948 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  1 instructions:   25000002 cycles:   11270535 heartbeat IPC: 2.01796 cumulative IPC: 2.21817 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  3 instructions:   29000003 cycles:   11400517 heartbeat IPC: 2.54618 cumulative IPC: 2.54374 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   11468082 heartbeat IPC: 2.56961 cumulative IPC: 2.26716 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  2 instructions:   26000000 cycles:   11695958 heartbeat IPC: 1.71733 cumulative IPC: 2.22299 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   11698265 heartbeat IPC: 2.33792 cumulative IPC: 2.22255 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  3 instructions:   30000001 cycles:   11791328 heartbeat IPC: 2.55878 cumulative IPC: 2.54424 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   11874124 heartbeat IPC: 2.46280 cumulative IPC: 2.27385 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  1 instructions:   27000001 cycles:   12120949 heartbeat IPC: 2.36584 cumulative IPC: 2.22755 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  2 instructions:   27000003 cycles:   12127402 heartbeat IPC: 2.31780 cumulative IPC: 2.22636 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  3 instructions:   31000000 cycles:   12183128 heartbeat IPC: 2.55232 cumulative IPC: 2.54450 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12285391 heartbeat IPC: 2.43151 cumulative IPC: 2.27913 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   12542051 heartbeat IPC: 2.37472 cumulative IPC: 2.23249 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   12550806 heartbeat IPC: 2.36180 cumulative IPC: 2.23093 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   12575104 heartbeat IPC: 2.55118 cumulative IPC: 2.54471 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   12737638 heartbeat IPC: 2.21119 cumulative IPC: 2.27672 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  1 instructions:   29000001 cycles:   12967789 heartbeat IPC: 2.34886 cumulative IPC: 2.23631 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  3 instructions:   33000002 cycles:   12968184 heartbeat IPC: 2.54402 cumulative IPC: 2.54469 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  2 instructions:   29000001 cycles:   12998844 heartbeat IPC: 2.23196 cumulative IPC: 2.23097 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   13192096 heartbeat IPC: 2.20042 cumulative IPC: 2.27409 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  3 instructions:   34000000 cycles:   13355379 heartbeat IPC: 2.58267 cumulative IPC: 2.54579 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   13467633 heartbeat IPC: 2.13315 cumulative IPC: 2.22756 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  1 instructions:   30000001 cycles:   13551919 heartbeat IPC: 1.71195 cumulative IPC: 2.21371 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   13647235 heartbeat IPC: 2.19714 cumulative IPC: 2.27152 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  3 instructions:   35000002 cycles:   13745180 heartbeat IPC: 2.56542 cumulative IPC: 2.54635 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  2 instructions:   31000001 cycles:   13892125 heartbeat IPC: 2.35576 cumulative IPC: 2.23148 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  1 instructions:   31000001 cycles:   13985429 heartbeat IPC: 2.30675 cumulative IPC: 2.21659 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   14099055 heartbeat IPC: 2.21327 cumulative IPC: 2.26966 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   14136177 heartbeat IPC: 2.55756 cumulative IPC: 2.54666 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   14336455 heartbeat IPC: 2.25058 cumulative IPC: 2.23207 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   14419113 heartbeat IPC: 2.30582 cumulative IPC: 2.21928 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  3 instructions:   37000001 cycles:   14530266 heartbeat IPC: 2.53750 cumulative IPC: 2.54641 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   14546909 heartbeat IPC: 2.23287 cumulative IPC: 2.26852 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  2 instructions:   33000001 cycles:   14787070 heartbeat IPC: 2.21919 cumulative IPC: 2.23168 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  1 instructions:   33000001 cycles:   14859295 heartbeat IPC: 2.27179 cumulative IPC: 2.22083 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  3 instructions:   38000002 cycles:   14923174 heartbeat IPC: 2.54513 cumulative IPC: 2.54638 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   14993528 heartbeat IPC: 2.23904 cumulative IPC: 2.26765 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  2 instructions:   34000000 cycles:   15209906 heartbeat IPC: 2.36498 cumulative IPC: 2.23539 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  3 instructions:   39000002 cycles:   15315795 heartbeat IPC: 2.54699 cumulative IPC: 2.54639 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  1 instructions:   34000000 cycles:   15327893 heartbeat IPC: 2.13402 cumulative IPC: 2.21818 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   15438875 heartbeat IPC: 2.24545 cumulative IPC: 2.26700 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  2 instructions:   35000000 cycles:   15630581 heartbeat IPC: 2.37713 cumulative IPC: 2.23920 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  3 instructions:   40000000 cycles:   15708726 heartbeat IPC: 2.54497 cumulative IPC: 2.54636 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  1 instructions:   35000001 cycles:   15759090 heartbeat IPC: 2.31913 cumulative IPC: 2.22094 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   15894184 heartbeat IPC: 2.19630 cumulative IPC: 2.26498 (Simulation time: 0 hr 3 min 58 sec) 
