*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/mlop.ini

trace_0 /data3/CLOUD9/traces/cloud9_phase1_core0.trace.xz
mlop_NUM_OFFSETS 127


Heartbeat CPU  1 instructions:    1000001 cycles:     398634 heartbeat IPC: 2.50857 cumulative IPC: 2.50857 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  2 instructions:    1000002 cycles:     412488 heartbeat IPC: 2.42432 cumulative IPC: 2.42432 (Simulation time: 0 hr 0 min 6 sec) 
Heartbeat CPU  3 instructions:    1000000 cycles:     444734 heartbeat IPC: 2.24854 cumulative IPC: 2.24854 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    1000000 cycles:     456330 heartbeat IPC: 2.19140 cumulative IPC: 2.19140 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  1 instructions:    2000001 cycles:     787710 heartbeat IPC: 2.57019 cumulative IPC: 2.53901 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  2 instructions:    2000002 cycles:     817301 heartbeat IPC: 2.47028 cumulative IPC: 2.44708 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  3 instructions:    2000003 cycles:     863980 heartbeat IPC: 2.38524 cumulative IPC: 2.31487 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:    2000000 cycles:     912610 heartbeat IPC: 2.19164 cumulative IPC: 2.19152 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  1 instructions:    3000002 cycles:    1176570 heartbeat IPC: 2.57162 cumulative IPC: 2.54979 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  2 instructions:    3000003 cycles:    1222247 heartbeat IPC: 2.46947 cumulative IPC: 2.45450 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  3 instructions:    3000001 cycles:    1292544 heartbeat IPC: 2.33337 cumulative IPC: 2.32100 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    1365449 heartbeat IPC: 2.20829 cumulative IPC: 2.19708 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1566188 heartbeat IPC: 2.56661 cumulative IPC: 2.55397 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1626565 heartbeat IPC: 2.47329 cumulative IPC: 2.45917 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1701333 heartbeat IPC: 2.44625 cumulative IPC: 2.35110 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1813483 heartbeat IPC: 2.23197 cumulative IPC: 2.20570 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  1 instructions:    5000002 cycles:    1956059 heartbeat IPC: 2.56496 cumulative IPC: 2.55616 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  2 instructions:    5000002 cycles:    2028263 heartbeat IPC: 2.48944 cumulative IPC: 2.46516 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  3 instructions:    5000002 cycles:    2105478 heartbeat IPC: 2.47436 cumulative IPC: 2.37476 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    2259973 heartbeat IPC: 2.23969 cumulative IPC: 2.21242 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  1 instructions:    6000003 cycles:    2344945 heartbeat IPC: 2.57145 cumulative IPC: 2.55870 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  2 instructions:    6000003 cycles:    2425957 heartbeat IPC: 2.51450 cumulative IPC: 2.47325 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  3 instructions:    6000000 cycles:    2574571 heartbeat IPC: 2.13177 cumulative IPC: 2.33049 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    2706144 heartbeat IPC: 2.24129 cumulative IPC: 2.21718 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  1 instructions:    7000000 cycles:    2735981 heartbeat IPC: 2.55730 cumulative IPC: 2.55850 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  2 instructions:    7000003 cycles:    2830266 heartbeat IPC: 2.47336 cumulative IPC: 2.47327 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  3 instructions:    7000001 cycles:    2981468 heartbeat IPC: 2.45763 cumulative IPC: 2.34784 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    3124114 heartbeat IPC: 2.57644 cumulative IPC: 2.56073 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    3181802 heartbeat IPC: 2.10235 cumulative IPC: 2.20001 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    3232644 heartbeat IPC: 2.48522 cumulative IPC: 2.47475 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    3385561 heartbeat IPC: 2.47468 cumulative IPC: 2.36298 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  1 instructions:    9000001 cycles:    3511848 heartbeat IPC: 2.57909 cumulative IPC: 2.56275 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  2 instructions:    9000000 cycles:    3629885 heartbeat IPC: 2.51736 cumulative IPC: 2.47942 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3635448 heartbeat IPC: 2.20436 cumulative IPC: 2.20055 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  3 instructions:    9000003 cycles:    3790199 heartbeat IPC: 2.47135 cumulative IPC: 2.37455 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  1 instructions:   10000002 cycles:    3896767 heartbeat IPC: 2.59795 cumulative IPC: 2.56623 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  2 instructions:   10000000 cycles:    4031778 heartbeat IPC: 2.48822 cumulative IPC: 2.48030 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    4080126 heartbeat IPC: 2.24882 cumulative IPC: 2.20581 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  3 instructions:   10000001 cycles:    4194332 heartbeat IPC: 2.47443 cumulative IPC: 2.38417 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  1 instructions:   11000003 cycles:    4286429 heartbeat IPC: 2.56633 cumulative IPC: 2.56624 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  2 instructions:   11000001 cycles:    4431938 heartbeat IPC: 2.49900 cumulative IPC: 2.48198 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  0 instructions:   10000002 cycles:    4525386 heartbeat IPC: 2.24588 cumulative IPC: 2.20976 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    4598683 heartbeat IPC: 2.47310 cumulative IPC: 2.39199 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    4675085 heartbeat IPC: 2.57296 cumulative IPC: 2.56680 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    4834292 heartbeat IPC: 2.48537 cumulative IPC: 2.48227 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  0 instructions:   11000000 cycles:    4981143 heartbeat IPC: 2.19415 cumulative IPC: 2.20833 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  1 instructions:   13000000 cycles:    5064359 heartbeat IPC: 2.56888 cumulative IPC: 2.56696 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    5182237 heartbeat IPC: 1.71363 cumulative IPC: 2.31560 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    5233410 heartbeat IPC: 2.50552 cumulative IPC: 2.48404 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5410382 heartbeat IPC: 2.32970 cumulative IPC: 2.21796 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  1 instructions:   14000003 cycles:    5451356 heartbeat IPC: 2.58401 cumulative IPC: 2.56817 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  3 instructions:   13000003 cycles:    5586663 heartbeat IPC: 2.47265 cumulative IPC: 2.32697 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  2 instructions:   14000002 cycles:    5631135 heartbeat IPC: 2.51431 cumulative IPC: 2.48618 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  0 instructions:   13000002 cycles:    5830976 heartbeat IPC: 2.37759 cumulative IPC: 2.22947 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  1 instructions:   15000000 cycles:    5839648 heartbeat IPC: 2.57537 cumulative IPC: 2.56865 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  3 instructions:   14000000 cycles:    5991006 heartbeat IPC: 2.47314 cumulative IPC: 2.33684 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  2 instructions:   15000003 cycles:    6033739 heartbeat IPC: 2.48383 cumulative IPC: 2.48602 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    6227624 heartbeat IPC: 2.57748 cumulative IPC: 2.56920 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:    6259582 heartbeat IPC: 2.33314 cumulative IPC: 2.23657 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  3 instructions:   15000000 cycles:    6395282 heartbeat IPC: 2.47356 cumulative IPC: 2.34548 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    6430926 heartbeat IPC: 2.51770 cumulative IPC: 2.48798 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  1 instructions:   17000001 cycles:    6615960 heartbeat IPC: 2.57509 cumulative IPC: 2.56954 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   15000003 cycles:    6681303 heartbeat IPC: 2.37124 cumulative IPC: 2.24507 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  2 instructions:   17000000 cycles:    6835039 heartbeat IPC: 2.47456 cumulative IPC: 2.48718 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    6835374 heartbeat IPC: 2.27225 cumulative IPC: 2.34076 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  1 instructions:   18000002 cycles:    7004681 heartbeat IPC: 2.57254 cumulative IPC: 2.56971 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7115542 heartbeat IPC: 2.30287 cumulative IPC: 2.24860 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  2 instructions:   18000001 cycles:    7235243 heartbeat IPC: 2.49873 cumulative IPC: 2.48782 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  3 instructions:   17000000 cycles:    7299291 heartbeat IPC: 2.15556 cumulative IPC: 2.32899 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  1 instructions:   19000000 cycles:    7393192 heartbeat IPC: 2.57392 cumulative IPC: 2.56993 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    7569648 heartbeat IPC: 2.20213 cumulative IPC: 2.24581 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  2 instructions:   19000003 cycles:    7633715 heartbeat IPC: 2.50959 cumulative IPC: 2.48896 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  3 instructions:   18000002 cycles:    7748037 heartbeat IPC: 2.22844 cumulative IPC: 2.32317 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    7779164 heartbeat IPC: 2.59086 cumulative IPC: 2.57097 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:    8016628 heartbeat IPC: 2.23724 cumulative IPC: 2.24533 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    8032419 heartbeat IPC: 2.50812 cumulative IPC: 2.48991 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  1 instructions:   21000000 cycles:    8164363 heartbeat IPC: 2.59606 cumulative IPC: 2.57215 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  3 instructions:   19000003 cycles:    8198318 heartbeat IPC: 2.22084 cumulative IPC: 2.31755 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  2 instructions:   21000000 cycles:    8435274 heartbeat IPC: 2.48228 cumulative IPC: 2.48955 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    8437270 heartbeat IPC: 2.37732 cumulative IPC: 2.25191 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:    8548062 heartbeat IPC: 2.60621 cumulative IPC: 2.57368 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    8657921 heartbeat IPC: 2.17578 cumulative IPC: 2.31002 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    8829097 heartbeat IPC: 2.55214 cumulative IPC: 2.26524 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  2 instructions:   22000000 cycles:    8832492 heartbeat IPC: 2.51751 cumulative IPC: 2.49080 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  1 instructions:   23000002 cycles:    8929549 heartbeat IPC: 2.62133 cumulative IPC: 2.57572 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  3 instructions:   21000000 cycles:    9084989 heartbeat IPC: 2.34155 cumulative IPC: 2.31151 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  0 instructions:   21000001 cycles:    9223256 heartbeat IPC: 2.53705 cumulative IPC: 2.27685 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  2 instructions:   23000003 cycles:    9231939 heartbeat IPC: 2.50347 cumulative IPC: 2.49135 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:    9310854 heartbeat IPC: 2.62257 cumulative IPC: 2.57764 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  3 instructions:   22000000 cycles:    9523533 heartbeat IPC: 2.28027 cumulative IPC: 2.31007 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    9617339 heartbeat IPC: 2.53754 cumulative IPC: 2.28754 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:    9630072 heartbeat IPC: 2.51172 cumulative IPC: 2.49219 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  1 instructions:   25000003 cycles:    9697924 heartbeat IPC: 2.58352 cumulative IPC: 2.57787 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  0 instructions:   23000002 cycles:   10010528 heartbeat IPC: 2.54331 cumulative IPC: 2.29758 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:   10017579 heartbeat IPC: 2.02410 cumulative IPC: 2.29596 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  2 instructions:   25000003 cycles:   10026530 heartbeat IPC: 2.52234 cumulative IPC: 2.49339 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   10080855 heartbeat IPC: 2.61143 cumulative IPC: 2.57915 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10404183 heartbeat IPC: 2.54029 cumulative IPC: 2.30676 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  2 instructions:   26000000 cycles:   10427045 heartbeat IPC: 2.49678 cumulative IPC: 2.49352 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:   10453160 heartbeat IPC: 2.29578 cumulative IPC: 2.29596 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  1 instructions:   27000000 cycles:   10468662 heartbeat IPC: 2.57860 cumulative IPC: 2.57913 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   10805332 heartbeat IPC: 2.49284 cumulative IPC: 2.31367 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  2 instructions:   27000003 cycles:   10828926 heartbeat IPC: 2.48831 cumulative IPC: 2.49332 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   10853065 heartbeat IPC: 2.60144 cumulative IPC: 2.57992 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  3 instructions:   25000003 cycles:   10887387 heartbeat IPC: 2.30295 cumulative IPC: 2.29624 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   11207784 heartbeat IPC: 2.48477 cumulative IPC: 2.31982 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   11227968 heartbeat IPC: 2.50599 cumulative IPC: 2.49377 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  1 instructions:   29000000 cycles:   11239709 heartbeat IPC: 2.58636 cumulative IPC: 2.58014 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  3 instructions:   26000002 cycles:   11323124 heartbeat IPC: 2.29496 cumulative IPC: 2.29619 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   11620066 heartbeat IPC: 2.42552 cumulative IPC: 2.32357 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  1 instructions:   30000002 cycles:   11628566 heartbeat IPC: 2.57164 cumulative IPC: 2.57985 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  2 instructions:   29000001 cycles:   11630027 heartbeat IPC: 2.48720 cumulative IPC: 2.49355 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  3 instructions:   27000002 cycles:   11936131 heartbeat IPC: 1.63130 cumulative IPC: 2.26204 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  1 instructions:   31000002 cycles:   12019558 heartbeat IPC: 2.55760 cumulative IPC: 2.57913 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12029433 heartbeat IPC: 2.44280 cumulative IPC: 2.32762 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   12029501 heartbeat IPC: 2.50329 cumulative IPC: 2.49387 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   12374896 heartbeat IPC: 2.27912 cumulative IPC: 2.26265 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   12408337 heartbeat IPC: 2.57215 cumulative IPC: 2.57891 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  2 instructions:   31000003 cycles:   12427586 heartbeat IPC: 2.51203 cumulative IPC: 2.49445 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:   29000000 cycles:   12438206 heartbeat IPC: 2.44635 cumulative IPC: 2.33153 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  1 instructions:   33000003 cycles:   12795596 heartbeat IPC: 2.58226 cumulative IPC: 2.57901 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  3 instructions:   29000001 cycles:   12813774 heartbeat IPC: 2.27854 cumulative IPC: 2.26319 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   12826440 heartbeat IPC: 2.50718 cumulative IPC: 2.49485 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   12845032 heartbeat IPC: 2.45806 cumulative IPC: 2.33553 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  1 instructions:   34000000 cycles:   13183818 heartbeat IPC: 2.57584 cumulative IPC: 2.57892 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  2 instructions:   33000002 cycles:   13225888 heartbeat IPC: 2.50346 cumulative IPC: 2.49511 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  3 instructions:   30000003 cycles:   13250166 heartbeat IPC: 2.29152 cumulative IPC: 2.26412 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:   31000002 cycles:   13254285 heartbeat IPC: 2.44348 cumulative IPC: 2.33887 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  1 instructions:   35000000 cycles:   13572631 heartbeat IPC: 2.57193 cumulative IPC: 2.57872 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  2 instructions:   34000001 cycles:   13626694 heartbeat IPC: 2.49497 cumulative IPC: 2.49510 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   13662210 heartbeat IPC: 2.45143 cumulative IPC: 2.34223 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  3 instructions:   31000000 cycles:   13700876 heartbeat IPC: 2.21871 cumulative IPC: 2.26263 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  1 instructions:   36000000 cycles:   13960980 heartbeat IPC: 2.57500 cumulative IPC: 2.57862 (Simulation time: 0 hr 3 min 51 sec) 
Heartbeat CPU  2 instructions:   35000003 cycles:   14026073 heartbeat IPC: 2.50389 cumulative IPC: 2.49535 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   14070297 heartbeat IPC: 2.45046 cumulative IPC: 2.34537 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   14154754 heartbeat IPC: 2.20324 cumulative IPC: 2.26072 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  1 instructions:   37000003 cycles:   14346895 heartbeat IPC: 2.59125 cumulative IPC: 2.57896 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   14429239 heartbeat IPC: 2.48036 cumulative IPC: 2.49493 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   14474246 heartbeat IPC: 2.47556 cumulative IPC: 2.34900 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  3 instructions:   33000000 cycles:   14594314 heartbeat IPC: 2.27500 cumulative IPC: 2.26115 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  1 instructions:   38000001 cycles:   14736176 heartbeat IPC: 2.56883 cumulative IPC: 2.57869 (Simulation time: 0 hr 4 min 4 sec) 
Heartbeat CPU  2 instructions:   37000002 cycles:   14828438 heartbeat IPC: 2.50502 cumulative IPC: 2.49521 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   14881269 heartbeat IPC: 2.45687 cumulative IPC: 2.35195 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  3 instructions:   34000002 cycles:   15040495 heartbeat IPC: 2.24125 cumulative IPC: 2.26056 (Simulation time: 0 hr 4 min 9 sec) 
Heartbeat CPU  1 instructions:   39000000 cycles:   15125085 heartbeat IPC: 2.57129 cumulative IPC: 2.57850 (Simulation time: 0 hr 4 min 11 sec) 
Heartbeat CPU  2 instructions:   38000003 cycles:   15230506 heartbeat IPC: 2.48714 cumulative IPC: 2.49499 (Simulation time: 0 hr 4 min 12 sec) 
