*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/mlop.ini

trace_0 /data3/STREAMING/traces/streaming_phase2_core0.trace.xz
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 8192
llc_set 8192
llc_way 16
llc_rq_size 128
llc_wq_size 128
llc_pq_size 128
llc_mshr_size 256
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 2400
dram_dbus_return_time 13

mlop_pref_degree 16
mlop_num_updates 500
mlop_l1d_thresh 2
mlop_l2c_thresh 0.75
mlop_llc_thresh 0.3
mlop_debug_level 0
mlop_blocks_in_cache 4096
mlop_blocks_in_zone 64
mlop_amt_size 2048
mlop_PF_DEGREE 16
mlop_NUM_UPDATES 500
mlop_L1D_THRESH 1000
mlop_L2C_THRESH 375
mlop_LLC_THRESH 150
mlop_ORIGIN 63
mlop_MAX_OFFSET 63
mlop_MIN_OFFSET -63
mlop_ORIGIN 63
mlop_NUM_OFFSETS 127


Heartbeat CPU  3 instructions:    1000003 cycles:     276395 heartbeat IPC: 3.61802 cumulative IPC: 3.61802 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  2 instructions:    1000002 cycles:     306182 heartbeat IPC: 3.26604 cumulative IPC: 3.26604 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  3 instructions:    2000001 cycles:     543688 heartbeat IPC: 3.74121 cumulative IPC: 3.67858 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    1000002 cycles:     556172 heartbeat IPC: 1.79801 cumulative IPC: 1.79801 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  1 instructions:    1000001 cycles:     585149 heartbeat IPC: 1.70897 cumulative IPC: 1.70897 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  2 instructions:    2000002 cycles:     602518 heartbeat IPC: 3.37455 cumulative IPC: 3.31941 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  3 instructions:    3000002 cycles:     813528 heartbeat IPC: 3.70590 cumulative IPC: 3.68764 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  2 instructions:    3000003 cycles:     890143 heartbeat IPC: 3.47675 cumulative IPC: 3.37025 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:    2000002 cycles:    1070553 heartbeat IPC: 1.94408 cumulative IPC: 1.86820 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  1 instructions:    2000003 cycles:    1074797 heartbeat IPC: 2.04229 cumulative IPC: 1.86082 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1079599 heartbeat IPC: 3.75839 cumulative IPC: 3.70508 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1181085 heartbeat IPC: 3.43710 cumulative IPC: 3.38672 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  3 instructions:    5000003 cycles:    1349300 heartbeat IPC: 3.70782 cumulative IPC: 3.70563 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    1477992 heartbeat IPC: 3.36806 cumulative IPC: 3.38297 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:    3000001 cycles:    1579691 heartbeat IPC: 1.96410 cumulative IPC: 1.89911 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  1 instructions:    3000001 cycles:    1582779 heartbeat IPC: 1.96857 cumulative IPC: 1.89540 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  3 instructions:    6000001 cycles:    1614065 heartbeat IPC: 3.77693 cumulative IPC: 3.71732 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  2 instructions:    6000002 cycles:    1767221 heartbeat IPC: 3.45747 cumulative IPC: 3.39516 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  3 instructions:    7000000 cycles:    1878351 heartbeat IPC: 3.78378 cumulative IPC: 3.72667 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  2 instructions:    7000003 cycles:    2056370 heartbeat IPC: 3.45843 cumulative IPC: 3.40406 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2057163 heartbeat IPC: 2.09436 cumulative IPC: 1.94443 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    2068793 heartbeat IPC: 2.05755 cumulative IPC: 1.93349 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    2144478 heartbeat IPC: 3.75760 cumulative IPC: 3.73051 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    2349192 heartbeat IPC: 3.41503 cumulative IPC: 3.40543 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  3 instructions:    9000002 cycles:    2409603 heartbeat IPC: 3.77181 cumulative IPC: 3.73506 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    2550285 heartbeat IPC: 2.02790 cumulative IPC: 1.96057 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  1 instructions:    5000001 cycles:    2558671 heartbeat IPC: 2.04133 cumulative IPC: 1.95414 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  2 instructions:    9000002 cycles:    2640289 heartbeat IPC: 3.43529 cumulative IPC: 3.40872 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  3 instructions:   10000003 cycles:    2913135 heartbeat IPC: 1.98597 cumulative IPC: 3.43273 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    3019302 heartbeat IPC: 2.13212 cumulative IPC: 1.98721 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  1 instructions:    6000003 cycles:    3051911 heartbeat IPC: 2.02741 cumulative IPC: 1.96598 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  2 instructions:   10000000 cycles:    3226766 heartbeat IPC: 1.70509 cumulative IPC: 3.09908 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    3490996 heartbeat IPC: 1.73052 cumulative IPC: 3.15096 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  0 instructions:    7000003 cycles:    3497604 heartbeat IPC: 2.09074 cumulative IPC: 2.00137 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  1 instructions:    7000000 cycles:    3500011 heartbeat IPC: 2.23164 cumulative IPC: 1.99999 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  2 instructions:   11000001 cycles:    3907031 heartbeat IPC: 1.47002 cumulative IPC: 2.81544 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3961745 heartbeat IPC: 2.15451 cumulative IPC: 2.01931 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    3984350 heartbeat IPC: 2.06467 cumulative IPC: 2.00786 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    4052703 heartbeat IPC: 1.78028 cumulative IPC: 2.96099 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    4433329 heartbeat IPC: 2.12052 cumulative IPC: 2.03008 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  1 instructions:    9000000 cycles:    4451114 heartbeat IPC: 2.14241 cumulative IPC: 2.02197 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    4514657 heartbeat IPC: 1.64575 cumulative IPC: 2.65801 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  3 instructions:   13000003 cycles:    4594941 heartbeat IPC: 1.84421 cumulative IPC: 2.82920 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   10000001 cycles:    4948247 heartbeat IPC: 1.94206 cumulative IPC: 2.02092 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  1 instructions:   10000000 cycles:    4951634 heartbeat IPC: 1.99792 cumulative IPC: 2.01954 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  3 instructions:   14000002 cycles:    5083983 heartbeat IPC: 2.04481 cumulative IPC: 2.75375 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    5088598 heartbeat IPC: 1.74234 cumulative IPC: 2.55473 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    5471483 heartbeat IPC: 1.91119 cumulative IPC: 2.01042 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  1 instructions:   11000000 cycles:    5497885 heartbeat IPC: 1.83066 cumulative IPC: 2.00077 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  3 instructions:   15000000 cycles:    5609301 heartbeat IPC: 1.90361 cumulative IPC: 2.67413 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  2 instructions:   14000003 cycles:    5640122 heartbeat IPC: 1.81316 cumulative IPC: 2.48222 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5953801 heartbeat IPC: 2.07332 cumulative IPC: 2.01552 (Simulation time: 0 hr 1 min 29 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    6020825 heartbeat IPC: 1.91227 cumulative IPC: 1.99308 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  2 instructions:   15000000 cycles:    6215776 heartbeat IPC: 1.73715 cumulative IPC: 2.41321 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    6230923 heartbeat IPC: 1.60869 cumulative IPC: 2.56784 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  0 instructions:   13000000 cycles:    6491506 heartbeat IPC: 1.85976 cumulative IPC: 2.00262 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  1 instructions:   13000002 cycles:    6556622 heartbeat IPC: 1.86638 cumulative IPC: 1.98273 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    6823239 heartbeat IPC: 1.64619 cumulative IPC: 2.34493 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  3 instructions:   17000000 cycles:    6904389 heartbeat IPC: 1.48486 cumulative IPC: 2.46220 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:    7017776 heartbeat IPC: 1.90017 cumulative IPC: 1.99493 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  1 instructions:   14000000 cycles:    7081300 heartbeat IPC: 1.90593 cumulative IPC: 1.97704 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  2 instructions:   17000000 cycles:    7423661 heartbeat IPC: 1.66550 cumulative IPC: 2.28998 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  3 instructions:   18000002 cycles:    7477172 heartbeat IPC: 1.74587 cumulative IPC: 2.40733 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    7490258 heartbeat IPC: 2.11648 cumulative IPC: 2.00260 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  1 instructions:   15000002 cycles:    7601811 heartbeat IPC: 1.92119 cumulative IPC: 1.97321 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  3 instructions:   19000000 cycles:    8014859 heartbeat IPC: 1.85981 cumulative IPC: 2.37060 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    8021667 heartbeat IPC: 1.88179 cumulative IPC: 1.99460 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  2 instructions:   18000000 cycles:    8031667 heartbeat IPC: 1.64472 cumulative IPC: 2.24113 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    8137285 heartbeat IPC: 1.86750 cumulative IPC: 1.96626 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    8556377 heartbeat IPC: 1.87017 cumulative IPC: 1.98682 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    8567384 heartbeat IPC: 1.80987 cumulative IPC: 2.33443 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  2 instructions:   19000003 cycles:    8635209 heartbeat IPC: 1.65689 cumulative IPC: 2.20029 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  1 instructions:   17000002 cycles:    8742108 heartbeat IPC: 1.65338 cumulative IPC: 1.94461 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:    9094980 heartbeat IPC: 1.85665 cumulative IPC: 1.97911 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  3 instructions:   21000003 cycles:    9098956 heartbeat IPC: 1.88122 cumulative IPC: 2.30796 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    9239073 heartbeat IPC: 1.65600 cumulative IPC: 2.16472 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  1 instructions:   18000001 cycles:    9292237 heartbeat IPC: 1.81775 cumulative IPC: 1.93710 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:    9632472 heartbeat IPC: 1.86049 cumulative IPC: 1.97249 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  3 instructions:   22000001 cycles:    9655962 heartbeat IPC: 1.79531 cumulative IPC: 2.27839 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  1 instructions:   19000001 cycles:    9837167 heartbeat IPC: 1.83510 cumulative IPC: 1.93145 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  2 instructions:   21000000 cycles:    9848186 heartbeat IPC: 1.64173 cumulative IPC: 2.13237 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   10198942 heartbeat IPC: 1.76532 cumulative IPC: 1.96099 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:   10201355 heartbeat IPC: 1.83354 cumulative IPC: 2.25460 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:   10355932 heartbeat IPC: 1.92765 cumulative IPC: 1.93126 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  2 instructions:   22000002 cycles:   10458224 heartbeat IPC: 1.63925 cumulative IPC: 2.10361 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:   10739501 heartbeat IPC: 1.84994 cumulative IPC: 1.95540 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:   10758916 heartbeat IPC: 1.79353 cumulative IPC: 2.23071 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  1 instructions:   21000001 cycles:   10896702 heartbeat IPC: 1.84922 cumulative IPC: 1.92719 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  2 instructions:   23000000 cycles:   11054900 heartbeat IPC: 1.67595 cumulative IPC: 2.08053 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   11240152 heartbeat IPC: 1.99740 cumulative IPC: 1.95727 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  3 instructions:   25000001 cycles:   11315130 heartbeat IPC: 1.79787 cumulative IPC: 2.20943 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:   11422361 heartbeat IPC: 1.90237 cumulative IPC: 1.92605 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:   11642641 heartbeat IPC: 1.70143 cumulative IPC: 2.06139 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   23000003 cycles:   11794495 heartbeat IPC: 1.80394 cumulative IPC: 1.95006 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  3 instructions:   26000000 cycles:   11873817 heartbeat IPC: 1.78991 cumulative IPC: 2.18969 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:   11943155 heartbeat IPC: 1.92015 cumulative IPC: 1.92579 (Simulation time: 0 hr 2 min 42 sec) 
Heartbeat CPU  2 instructions:   25000002 cycles:   12247328 heartbeat IPC: 1.65375 cumulative IPC: 2.04126 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   12320631 heartbeat IPC: 1.90064 cumulative IPC: 1.94795 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  3 instructions:   27000003 cycles:   12395399 heartbeat IPC: 1.91725 cumulative IPC: 2.17823 (Simulation time: 0 hr 2 min 48 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:   12489993 heartbeat IPC: 1.82869 cumulative IPC: 1.92154 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  2 instructions:   26000002 cycles:   12828706 heartbeat IPC: 1.72005 cumulative IPC: 2.02671 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   25000003 cycles:   12852553 heartbeat IPC: 1.87998 cumulative IPC: 1.94514 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   12916055 heartbeat IPC: 1.92065 cumulative IPC: 2.16784 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  1 instructions:   25000001 cycles:   13052515 heartbeat IPC: 1.77771 cumulative IPC: 1.91534 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  0 instructions:   26000002 cycles:   13375084 heartbeat IPC: 1.91376 cumulative IPC: 1.94391 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  2 instructions:   27000000 cycles:   13393747 heartbeat IPC: 1.76978 cumulative IPC: 2.01587 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  3 instructions:   29000000 cycles:   13421451 heartbeat IPC: 1.97865 cumulative IPC: 2.16072 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   13566945 heartbeat IPC: 1.94390 cumulative IPC: 1.91642 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   13929090 heartbeat IPC: 1.80503 cumulative IPC: 1.93839 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  3 instructions:   30000003 cycles:   13952876 heartbeat IPC: 1.88174 cumulative IPC: 2.15009 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   13972912 heartbeat IPC: 1.72662 cumulative IPC: 2.00388 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  1 instructions:   27000000 cycles:   14113955 heartbeat IPC: 1.82812 cumulative IPC: 1.91300 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   14432038 heartbeat IPC: 1.98828 cumulative IPC: 1.94013 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  3 instructions:   31000002 cycles:   14483074 heartbeat IPC: 1.88609 cumulative IPC: 2.14043 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  2 instructions:   29000001 cycles:   14572427 heartbeat IPC: 1.66802 cumulative IPC: 1.99006 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   14637890 heartbeat IPC: 1.90863 cumulative IPC: 1.91284 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   14955458 heartbeat IPC: 1.91052 cumulative IPC: 1.93909 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   14999825 heartbeat IPC: 1.93516 cumulative IPC: 2.13336 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  2 instructions:   30000003 cycles:   15152433 heartbeat IPC: 1.72412 cumulative IPC: 1.97988 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  1 instructions:   29000000 cycles:   15156041 heartbeat IPC: 1.92994 cumulative IPC: 1.91343 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  0 instructions:   30000002 cycles:   15504046 heartbeat IPC: 1.82286 cumulative IPC: 1.93498 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  3 instructions:   33000003 cycles:   15528410 heartbeat IPC: 1.89185 cumulative IPC: 2.12514 (Simulation time: 0 hr 3 min 28 sec) 
Heartbeat CPU  1 instructions:   30000002 cycles:   15701470 heartbeat IPC: 1.83342 cumulative IPC: 1.91065 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  2 instructions:   31000003 cycles:   15736043 heartbeat IPC: 1.71347 cumulative IPC: 1.97000 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   16007926 heartbeat IPC: 1.98460 cumulative IPC: 1.93654 (Simulation time: 0 hr 3 min 34 sec) 
Heartbeat CPU  3 instructions:   34000003 cycles:   16076843 heartbeat IPC: 1.82338 cumulative IPC: 2.11484 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  1 instructions:   31000001 cycles:   16219138 heartbeat IPC: 1.93174 cumulative IPC: 1.91132 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   16294582 heartbeat IPC: 1.79038 cumulative IPC: 1.96384 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   16530262 heartbeat IPC: 1.91448 cumulative IPC: 1.93584 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  3 instructions:   35000000 cycles:   16602035 heartbeat IPC: 1.90406 cumulative IPC: 2.10818 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   16744314 heartbeat IPC: 1.90412 cumulative IPC: 1.91110 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  2 instructions:   33000000 cycles:   16873926 heartbeat IPC: 1.72609 cumulative IPC: 1.95568 (Simulation time: 0 hr 3 min 45 sec) 
Heartbeat CPU  0 instructions:   33000003 cycles:   17068992 heartbeat IPC: 1.85622 cumulative IPC: 1.93333 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   17169311 heartbeat IPC: 1.76281 cumulative IPC: 2.09676 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  1 instructions:   33000001 cycles:   17264501 heartbeat IPC: 1.92239 cumulative IPC: 1.91144 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  2 instructions:   34000001 cycles:   17439867 heartbeat IPC: 1.76697 cumulative IPC: 1.94956 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  0 instructions:   34000002 cycles:   17600854 heartbeat IPC: 1.88019 cumulative IPC: 1.93172 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  1 instructions:   34000002 cycles:   17790461 heartbeat IPC: 1.90129 cumulative IPC: 1.91114 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  3 instructions:   37000001 cycles:   17816557 heartbeat IPC: 1.54501 cumulative IPC: 2.07672 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  2 instructions:   35000003 cycles:   17992211 heartbeat IPC: 1.81047 cumulative IPC: 1.94529 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  0 instructions:   35000001 cycles:   18159875 heartbeat IPC: 1.78884 cumulative IPC: 1.92733 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  3 instructions:   38000001 cycles:   18382618 heartbeat IPC: 1.76659 cumulative IPC: 2.06717 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  1 instructions:   35000000 cycles:   18383204 heartbeat IPC: 1.68707 cumulative IPC: 1.90391 (Simulation time: 0 hr 4 min 3 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   18556570 heartbeat IPC: 1.77192 cumulative IPC: 1.94001 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   18856261 heartbeat IPC: 1.43598 cumulative IPC: 1.90918 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  1 instructions:   36000000 cycles:   18935399 heartbeat IPC: 1.81095 cumulative IPC: 1.90120 (Simulation time: 0 hr 4 min 9 sec) 
