*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/mlop.ini

trace_0 /data3/NUTCH/traces/nutch_phase4_core0.trace.xz
Heartbeat CPU  2 instructions:    1000002 cycles:     616971 heartbeat IPC: 1.62082 cumulative IPC: 1.62082 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    2000001 cycles:    1000455 heartbeat IPC: 1.75317 cumulative IPC: 1.99909 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  3 instructions:    2000003 cycles:    1068328 heartbeat IPC: 2.07811 cumulative IPC: 1.87209 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  2 instructions:    2000000 cycles:    1072010 heartbeat IPC: 2.19761 cumulative IPC: 1.86565 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  1 instructions:    2000000 cycles:    1138616 heartbeat IPC: 1.78926 cumulative IPC: 1.75652 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  2 instructions:    3000002 cycles:    1482763 heartbeat IPC: 2.43456 cumulative IPC: 2.02325 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    1526569 heartbeat IPC: 1.90073 cumulative IPC: 1.96519 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  1 instructions:    3000003 cycles:    1575820 heartbeat IPC: 2.28727 cumulative IPC: 1.90377 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  3 instructions:    3000002 cycles:    1584946 heartbeat IPC: 1.93566 cumulative IPC: 1.89281 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1952413 heartbeat IPC: 2.12924 cumulative IPC: 2.04875 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2017347 heartbeat IPC: 2.03758 cumulative IPC: 1.98280 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    2087437 heartbeat IPC: 1.95458 cumulative IPC: 1.91623 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    2095865 heartbeat IPC: 1.95725 cumulative IPC: 1.90852 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    2363913 heartbeat IPC: 2.43013 cumulative IPC: 2.11514 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:    5000003 cycles:    2441514 heartbeat IPC: 2.35757 cumulative IPC: 2.04791 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  3 instructions:    5000000 cycles:    2613802 heartbeat IPC: 1.93074 cumulative IPC: 1.91292 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  1 instructions:    5000000 cycles:    2618914 heartbeat IPC: 1.88155 cumulative IPC: 1.90919 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  2 instructions:    6000002 cycles:    2767169 heartbeat IPC: 2.47982 cumulative IPC: 2.16828 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:    6000002 cycles:    2852894 heartbeat IPC: 2.43084 cumulative IPC: 2.10313 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  1 instructions:    6000003 cycles:    3064883 heartbeat IPC: 2.24232 cumulative IPC: 1.95766 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  3 instructions:    6000002 cycles:    3090181 heartbeat IPC: 2.09917 cumulative IPC: 1.94163 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    3263972 heartbeat IPC: 2.43262 cumulative IPC: 2.14463 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  2 instructions:    7000000 cycles:    3307859 heartbeat IPC: 1.84948 cumulative IPC: 2.11617 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  1 instructions:    7000002 cycles:    3477152 heartbeat IPC: 2.42560 cumulative IPC: 2.01314 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  3 instructions:    7000000 cycles:    3495817 heartbeat IPC: 2.46526 cumulative IPC: 2.00239 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3673994 heartbeat IPC: 2.43889 cumulative IPC: 2.17747 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    3862947 heartbeat IPC: 1.80152 cumulative IPC: 2.07096 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    4047675 heartbeat IPC: 1.81206 cumulative IPC: 1.97644 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    4056990 heartbeat IPC: 1.72462 cumulative IPC: 1.97191 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:    9000002 cycles:    4132226 heartbeat IPC: 2.18231 cumulative IPC: 2.17800 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  2 instructions:    9000003 cycles:    4292735 heartbeat IPC: 2.32674 cumulative IPC: 2.09657 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  3 instructions:    9000000 cycles:    4562540 heartbeat IPC: 1.94226 cumulative IPC: 1.97259 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:   10000003 cycles:    4656609 heartbeat IPC: 1.90700 cumulative IPC: 2.14749 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  1 instructions:    9000001 cycles:    4664946 heartbeat IPC: 1.64486 cumulative IPC: 1.92928 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  2 instructions:   10000001 cycles:    4694762 heartbeat IPC: 2.48739 cumulative IPC: 2.13003 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  3 instructions:   10000002 cycles:    4993711 heartbeat IPC: 2.31927 cumulative IPC: 2.00252 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  1 instructions:   10000001 cycles:    5195044 heartbeat IPC: 1.88644 cumulative IPC: 1.92491 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  2 instructions:   11000000 cycles:    5212340 heartbeat IPC: 1.93207 cumulative IPC: 2.11038 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  0 instructions:   11000003 cycles:    5220890 heartbeat IPC: 1.77217 cumulative IPC: 2.10692 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  3 instructions:   11000003 cycles:    5427003 heartbeat IPC: 2.30791 cumulative IPC: 2.02690 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5655332 heartbeat IPC: 2.30180 cumulative IPC: 2.12189 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  1 instructions:   11000000 cycles:    5704154 heartbeat IPC: 1.96421 cumulative IPC: 1.92842 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    5760012 heartbeat IPC: 1.82591 cumulative IPC: 2.08333 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    5852002 heartbeat IPC: 2.35294 cumulative IPC: 2.05058 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    6083107 heartbeat IPC: 2.33768 cumulative IPC: 2.13707 (Simulation time: 0 hr 1 min 14 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    6179846 heartbeat IPC: 2.38189 cumulative IPC: 2.10361 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    6198775 heartbeat IPC: 2.02175 cumulative IPC: 1.93587 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  3 instructions:   13000001 cycles:    6278049 heartbeat IPC: 2.34716 cumulative IPC: 2.07071 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   14000003 cycles:    6494803 heartbeat IPC: 2.42898 cumulative IPC: 2.15557 (Simulation time: 0 hr 1 min 20 sec) 
Heartbeat CPU  2 instructions:   14000000 cycles:    6616646 heartbeat IPC: 2.28938 cumulative IPC: 2.11588 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  1 instructions:   13000001 cycles:    6697347 heartbeat IPC: 2.00573 cumulative IPC: 1.94107 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  3 instructions:   14000000 cycles:    6745570 heartbeat IPC: 2.13894 cumulative IPC: 2.07544 (Simulation time: 0 hr 1 min 23 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    6904049 heartbeat IPC: 2.44351 cumulative IPC: 2.17264 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  1 instructions:   14000003 cycles:    7166951 heartbeat IPC: 2.12946 cumulative IPC: 1.95341 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  2 instructions:   15000001 cycles:    7224384 heartbeat IPC: 1.64545 cumulative IPC: 2.07630 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7382897 heartbeat IPC: 2.08835 cumulative IPC: 2.16717 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  1 instructions:   15000000 cycles:    7653529 heartbeat IPC: 2.05516 cumulative IPC: 1.95988 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    7720501 heartbeat IPC: 2.01565 cumulative IPC: 2.07240 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  3 instructions:   15000001 cycles:    7729403 heartbeat IPC: 1.01643 cumulative IPC: 1.94064 (Simulation time: 0 hr 1 min 34 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    7884524 heartbeat IPC: 1.99352 cumulative IPC: 2.15612 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  2 instructions:   17000001 cycles:    8224457 heartbeat IPC: 1.98430 cumulative IPC: 2.06701 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    8268854 heartbeat IPC: 1.62516 cumulative IPC: 1.93497 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   18000002 cycles:    8441425 heartbeat IPC: 1.79565 cumulative IPC: 2.13234 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    8530995 heartbeat IPC: 1.24752 cumulative IPC: 1.87551 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  2 instructions:   18000002 cycles:    8660647 heartbeat IPC: 2.29258 cumulative IPC: 2.07837 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  0 instructions:   19000001 cycles:    8857992 heartbeat IPC: 2.40057 cumulative IPC: 2.14496 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  1 instructions:   17000001 cycles:    8880522 heartbeat IPC: 1.63488 cumulative IPC: 1.91430 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  2 instructions:   19000002 cycles:    9070314 heartbeat IPC: 2.44101 cumulative IPC: 2.09475 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  3 instructions:   17000001 cycles:    9238124 heartbeat IPC: 1.41417 cumulative IPC: 1.84020 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    9260418 heartbeat IPC: 2.48493 cumulative IPC: 2.15973 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  1 instructions:   18000002 cycles:    9318796 heartbeat IPC: 2.28168 cumulative IPC: 1.93158 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    9555160 heartbeat IPC: 2.06251 cumulative IPC: 2.09311 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:    9662935 heartbeat IPC: 2.48437 cumulative IPC: 2.17325 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  3 instructions:   18000002 cycles:    9798351 heartbeat IPC: 1.78499 cumulative IPC: 1.83704 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  1 instructions:   19000001 cycles:    9935807 heartbeat IPC: 1.62072 cumulative IPC: 1.91228 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  2 instructions:   21000001 cycles:    9978783 heartbeat IPC: 2.36059 cumulative IPC: 2.10447 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   10062946 heartbeat IPC: 2.49993 cumulative IPC: 2.18624 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  3 instructions:   19000000 cycles:   10336475 heartbeat IPC: 1.85830 cumulative IPC: 1.83815 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   10462619 heartbeat IPC: 2.50205 cumulative IPC: 2.19830 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:   10503789 heartbeat IPC: 1.76062 cumulative IPC: 1.90407 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  2 instructions:   22000003 cycles:   10509447 heartbeat IPC: 1.88444 cumulative IPC: 2.09335 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:   10810943 heartbeat IPC: 2.10762 cumulative IPC: 1.84998 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10858563 heartbeat IPC: 2.52561 cumulative IPC: 2.21024 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  2 instructions:   23000000 cycles:   10908067 heartbeat IPC: 2.50865 cumulative IPC: 2.10853 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  1 instructions:   21000001 cycles:   11030533 heartbeat IPC: 1.89846 cumulative IPC: 1.90381 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  3 instructions:   21000002 cycles:   11270096 heartbeat IPC: 2.17793 cumulative IPC: 1.86334 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:   11302654 heartbeat IPC: 2.53430 cumulative IPC: 2.12340 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   25000001 cycles:   11317985 heartbeat IPC: 2.17665 cumulative IPC: 2.20887 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:   11529093 heartbeat IPC: 2.00577 cumulative IPC: 1.90822 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  2 instructions:   25000001 cycles:   11683360 heartbeat IPC: 2.62670 cumulative IPC: 2.13980 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  3 instructions:   22000001 cycles:   11714878 heartbeat IPC: 2.24829 cumulative IPC: 1.87795 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   11858183 heartbeat IPC: 1.85117 cumulative IPC: 2.19258 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:   12038497 heartbeat IPC: 1.96308 cumulative IPC: 1.91054 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  2 instructions:   26000003 cycles:   12155775 heartbeat IPC: 2.11679 cumulative IPC: 2.13890 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:   12274800 heartbeat IPC: 1.78596 cumulative IPC: 1.87376 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  0 instructions:   27000002 cycles:   12315760 heartbeat IPC: 2.18543 cumulative IPC: 2.19231 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:   12515205 heartbeat IPC: 2.09772 cumulative IPC: 1.91767 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  2 instructions:   27000000 cycles:   12580799 heartbeat IPC: 2.35280 cumulative IPC: 2.14613 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:   12813078 heartbeat IPC: 1.85778 cumulative IPC: 1.87309 (Simulation time: 0 hr 2 min 36 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12848918 heartbeat IPC: 1.87561 cumulative IPC: 2.17917 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  1 instructions:   25000000 cycles:   12995063 heartbeat IPC: 2.08395 cumulative IPC: 1.92381 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   13003769 heartbeat IPC: 2.36423 cumulative IPC: 2.15322 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   29000001 cycles:   13285102 heartbeat IPC: 2.29261 cumulative IPC: 2.18290 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  3 instructions:   25000003 cycles:   13340587 heartbeat IPC: 1.89571 cumulative IPC: 1.87398 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  2 instructions:   29000000 cycles:   13431963 heartbeat IPC: 2.33539 cumulative IPC: 2.15903 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   13538950 heartbeat IPC: 1.83862 cumulative IPC: 1.92039 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  3 instructions:   26000003 cycles:   13831556 heartbeat IPC: 2.03679 cumulative IPC: 1.87976 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  0 instructions:   30000003 cycles:   13867671 heartbeat IPC: 1.71654 cumulative IPC: 2.16331 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   13880916 heartbeat IPC: 2.22740 cumulative IPC: 2.16124 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  3 instructions:   27000000 cycles:   14282016 heartbeat IPC: 2.21995 cumulative IPC: 1.89049 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  1 instructions:   27000003 cycles:   14329700 heartbeat IPC: 1.26463 cumulative IPC: 1.88420 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   14715972 heartbeat IPC: 1.17882 cumulative IPC: 2.10655 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   14726359 heartbeat IPC: 2.25051 cumulative IPC: 1.90135 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  2 instructions:   31000003 cycles:   14746057 heartbeat IPC: 1.15588 cumulative IPC: 2.10226 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   15018154 heartbeat IPC: 1.45253 cumulative IPC: 1.86441 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  3 instructions:   29000000 cycles:   15167278 heartbeat IPC: 2.26799 cumulative IPC: 1.91201 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   15347387 heartbeat IPC: 1.66298 cumulative IPC: 2.08505 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   15464703 heartbeat IPC: 1.33559 cumulative IPC: 2.06923 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  1 instructions:   29000001 cycles:   15574520 heartbeat IPC: 1.79738 cumulative IPC: 1.86202 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  3 instructions:   30000000 cycles:   15773487 heartbeat IPC: 1.64960 cumulative IPC: 1.90193 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  2 instructions:   33000000 cycles:   16003910 heartbeat IPC: 1.52318 cumulative IPC: 2.06200 (Simulation time: 0 hr 3 min 10 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   16052740 heartbeat IPC: 1.70057 cumulative IPC: 2.05572 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  1 instructions:   30000003 cycles:   16068871 heartbeat IPC: 2.02286 cumulative IPC: 1.86696 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  3 instructions:   31000002 cycles:   16303209 heartbeat IPC: 1.88779 cumulative IPC: 1.90147 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  2 instructions:   34000003 cycles:   16459842 heartbeat IPC: 2.19332 cumulative IPC: 2.06563 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   16668385 heartbeat IPC: 1.62431 cumulative IPC: 2.03979 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  1 instructions:   31000001 cycles:   16755721 heartbeat IPC: 1.45592 cumulative IPC: 1.85011 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   16823128 heartbeat IPC: 1.92337 cumulative IPC: 1.90214 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  2 instructions:   35000001 cycles:   16896803 heartbeat IPC: 2.28853 cumulative IPC: 2.07140 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   17236185 heartbeat IPC: 2.08132 cumulative IPC: 1.85656 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  3 instructions:   33000001 cycles:   17313711 heartbeat IPC: 2.03839 cumulative IPC: 1.90600 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  0 instructions:   35000002 cycles:   17357001 heartbeat IPC: 1.45219 cumulative IPC: 2.01648 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   17480916 heartbeat IPC: 1.71200 cumulative IPC: 2.05939 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  3 instructions:   34000003 cycles:   17757294 heartbeat IPC: 2.25437 cumulative IPC: 1.91471 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  1 instructions:   33000001 cycles:   17869984 heartbeat IPC: 1.57779 cumulative IPC: 1.84667 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  2 instructions:   37000002 cycles:   17977021 heartbeat IPC: 2.01571 cumulative IPC: 2.05818 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   17988069 heartbeat IPC: 1.58461 cumulative IPC: 2.00133 (Simulation time: 0 hr 3 min 33 sec) 
Heartbeat CPU  3 instructions:   35000002 cycles:   18211612 heartbeat IPC: 2.20110 cumulative IPC: 1.92185 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  1 instructions:   34000001 cycles:   18346380 heartbeat IPC: 2.09909 cumulative IPC: 1.85323 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  2 instructions:   38000000 cycles:   18397948 heartbeat IPC: 2.37570 cumulative IPC: 2.06545 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:   18632039 heartbeat IPC: 1.55287 cumulative IPC: 1.98583 (Simulation time: 0 hr 3 min 40 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   18925207 heartbeat IPC: 1.40135 cumulative IPC: 1.90222 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  1 instructions:   35000001 cycles:   18944756 heartbeat IPC: 1.67119 cumulative IPC: 1.84748 (Simulation time: 0 hr 3 min 43 sec) 
