*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/dspatch.ini

trace_0 /data3/CASSANDRA/traces/cassandra_phase0_core0.trace.xz
Heartbeat CPU  0 instructions:    2000000 cycles:     909925 heartbeat IPC: 2.69199 cumulative IPC: 2.19798 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  3 instructions:    3000000 cycles:    1000671 heartbeat IPC: 3.11978 cumulative IPC: 2.99799 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  2 instructions:    3000000 cycles:    1070750 heartbeat IPC: 2.96605 cumulative IPC: 2.80177 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  1 instructions:    2000003 cycles:    1293455 heartbeat IPC: 1.33753 cumulative IPC: 1.54625 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1328489 heartbeat IPC: 3.05047 cumulative IPC: 3.01094 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    1610611 heartbeat IPC: 1.42718 cumulative IPC: 1.86265 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  1 instructions:    3000002 cycles:    1642440 heartbeat IPC: 2.86545 cumulative IPC: 1.82655 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  3 instructions:    5000001 cycles:    1660616 heartbeat IPC: 3.01090 cumulative IPC: 3.01093 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1750383 heartbeat IPC: 1.47138 cumulative IPC: 2.28521 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1986441 heartbeat IPC: 2.90696 cumulative IPC: 2.01365 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2020101 heartbeat IPC: 2.44205 cumulative IPC: 1.98010 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  3 instructions:    6000002 cycles:    2045035 heartbeat IPC: 2.60133 cumulative IPC: 2.93394 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    2097467 heartbeat IPC: 2.88115 cumulative IPC: 2.38383 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  1 instructions:    5000003 cycles:    2315457 heartbeat IPC: 3.03938 cumulative IPC: 2.15940 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  3 instructions:    7000001 cycles:    2378242 heartbeat IPC: 3.00113 cumulative IPC: 2.94335 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    2397302 heartbeat IPC: 2.65111 cumulative IPC: 2.08568 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  2 instructions:    6000003 cycles:    2421443 heartbeat IPC: 3.08666 cumulative IPC: 2.47786 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  1 instructions:    6000002 cycles:    2642300 heartbeat IPC: 3.05957 cumulative IPC: 2.27075 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    2705145 heartbeat IPC: 3.05901 cumulative IPC: 2.95733 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:    6000002 cycles:    2723484 heartbeat IPC: 3.06578 cumulative IPC: 2.20306 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  2 instructions:    7000002 cycles:    2745918 heartbeat IPC: 3.08190 cumulative IPC: 2.54924 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  3 instructions:    9000000 cycles:    3026123 heartbeat IPC: 3.11548 cumulative IPC: 2.97410 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    3051950 heartbeat IPC: 3.04445 cumulative IPC: 2.29362 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  1 instructions:    7000001 cycles:    3133519 heartbeat IPC: 2.03575 cumulative IPC: 2.23391 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    3240891 heartbeat IPC: 2.02031 cumulative IPC: 2.46846 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3372327 heartbeat IPC: 3.12132 cumulative IPC: 2.37225 (Simulation time: 0 hr 0 min 53 sec) 
Heartbeat CPU  3 instructions:   10000003 cycles:    3411813 heartbeat IPC: 2.59276 cumulative IPC: 2.93099 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  2 instructions:    9000000 cycles:    3591112 heartbeat IPC: 2.85534 cumulative IPC: 2.50619 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    3642022 heartbeat IPC: 1.96655 cumulative IPC: 2.19658 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    3696739 heartbeat IPC: 3.08250 cumulative IPC: 2.43458 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    3850677 heartbeat IPC: 2.27861 cumulative IPC: 2.85664 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  1 instructions:    9000001 cycles:    4034351 heartbeat IPC: 2.54888 cumulative IPC: 2.23084 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  2 instructions:   10000003 cycles:    4061388 heartbeat IPC: 2.12642 cumulative IPC: 2.46221 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    4102863 heartbeat IPC: 2.46230 cumulative IPC: 2.43732 (Simulation time: 0 hr 1 min 5 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    4232047 heartbeat IPC: 2.62212 cumulative IPC: 2.83551 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  1 instructions:   10000003 cycles:    4360855 heartbeat IPC: 3.06276 cumulative IPC: 2.29313 (Simulation time: 0 hr 1 min 9 sec) 
Heartbeat CPU  3 instructions:   13000000 cycles:    4591884 heartbeat IPC: 2.77904 cumulative IPC: 2.83108 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  2 instructions:   11000000 cycles:    4597749 heartbeat IPC: 1.86441 cumulative IPC: 2.39248 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  0 instructions:   11000001 cycles:    4619824 heartbeat IPC: 1.93438 cumulative IPC: 2.38104 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  1 instructions:   11000002 cycles:    4763076 heartbeat IPC: 2.48619 cumulative IPC: 2.30943 (Simulation time: 0 hr 1 min 15 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    4956435 heartbeat IPC: 2.78795 cumulative IPC: 2.42109 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  3 instructions:   14000003 cycles:    4957277 heartbeat IPC: 2.73679 cumulative IPC: 2.82413 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    4959904 heartbeat IPC: 2.94048 cumulative IPC: 2.41940 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    5092274 heartbeat IPC: 3.03768 cumulative IPC: 2.35651 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  2 instructions:   13000002 cycles:    5282096 heartbeat IPC: 3.07068 cumulative IPC: 2.46114 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  3 instructions:   15000002 cycles:    5285710 heartbeat IPC: 3.04476 cumulative IPC: 2.83784 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    5287154 heartbeat IPC: 3.05577 cumulative IPC: 2.45879 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  1 instructions:   13000001 cycles:    5419497 heartbeat IPC: 3.05602 cumulative IPC: 2.39875 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    5612012 heartbeat IPC: 3.06464 cumulative IPC: 2.85103 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  2 instructions:   14000002 cycles:    5628080 heartbeat IPC: 2.89031 cumulative IPC: 2.48753 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   14000000 cycles:    5689271 heartbeat IPC: 2.48684 cumulative IPC: 2.46077 (Simulation time: 0 hr 1 min 32 sec) 
Heartbeat CPU  1 instructions:   14000001 cycles:    5760172 heartbeat IPC: 2.93535 cumulative IPC: 2.43048 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  2 instructions:   15000000 cycles:    5952623 heartbeat IPC: 3.08125 cumulative IPC: 2.51990 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    6033660 heartbeat IPC: 2.90369 cumulative IPC: 2.48605 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  3 instructions:   17000002 cycles:    6061777 heartbeat IPC: 2.22339 cumulative IPC: 2.80446 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  1 instructions:   15000003 cycles:    6083519 heartbeat IPC: 3.09266 cumulative IPC: 2.46568 (Simulation time: 0 hr 1 min 39 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    6358773 heartbeat IPC: 3.07585 cumulative IPC: 2.51621 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    6359283 heartbeat IPC: 2.45906 cumulative IPC: 2.51601 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  3 instructions:   18000001 cycles:    6388415 heartbeat IPC: 3.06149 cumulative IPC: 2.81760 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    6408809 heartbeat IPC: 3.07417 cumulative IPC: 2.49656 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   17000003 cycles:    6739943 heartbeat IPC: 2.62351 cumulative IPC: 2.52228 (Simulation time: 0 hr 1 min 50 sec) 
Heartbeat CPU  1 instructions:   17000000 cycles:    6796805 heartbeat IPC: 2.57735 cumulative IPC: 2.50118 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  3 instructions:   19000000 cycles:    6854220 heartbeat IPC: 2.14682 cumulative IPC: 2.77201 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  2 instructions:   17000001 cycles:    6876087 heartbeat IPC: 1.93497 cumulative IPC: 2.47234 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:    7079540 heartbeat IPC: 2.94466 cumulative IPC: 2.54254 (Simulation time: 0 hr 1 min 56 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    7191358 heartbeat IPC: 2.96614 cumulative IPC: 2.78112 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  2 instructions:   18000001 cycles:    7194190 heartbeat IPC: 3.14364 cumulative IPC: 2.50202 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  1 instructions:   18000002 cycles:    7384125 heartbeat IPC: 1.70265 cumulative IPC: 2.43766 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   19000003 cycles:    7396505 heartbeat IPC: 3.15493 cumulative IPC: 2.56878 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  2 instructions:   19000003 cycles:    7518720 heartbeat IPC: 3.08139 cumulative IPC: 2.52703 (Simulation time: 0 hr 2 min 3 sec) 
Heartbeat CPU  3 instructions:   21000000 cycles:    7559647 heartbeat IPC: 2.71526 cumulative IPC: 2.77791 (Simulation time: 0 hr 2 min 4 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    7728336 heartbeat IPC: 3.01357 cumulative IPC: 2.58788 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  1 instructions:   19000002 cycles:    7796095 heartbeat IPC: 2.42736 cumulative IPC: 2.43712 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    7911456 heartbeat IPC: 2.54623 cumulative IPC: 2.52798 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  3 instructions:   22000002 cycles:    7924776 heartbeat IPC: 2.73876 cumulative IPC: 2.77610 (Simulation time: 0 hr 2 min 10 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:    8054472 heartbeat IPC: 3.06621 cumulative IPC: 2.60725 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    8171774 heartbeat IPC: 2.66184 cumulative IPC: 2.44745 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  2 instructions:   21000002 cycles:    8244621 heartbeat IPC: 3.00152 cumulative IPC: 2.54712 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:    8255386 heartbeat IPC: 3.02471 cumulative IPC: 2.78606 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:    8380365 heartbeat IPC: 3.06849 cumulative IPC: 2.62518 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  1 instructions:   21000003 cycles:    8509309 heartbeat IPC: 2.96266 cumulative IPC: 2.46789 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  2 instructions:   22000001 cycles:    8566359 heartbeat IPC: 3.10812 cumulative IPC: 2.56819 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:    8662733 heartbeat IPC: 2.45491 cumulative IPC: 2.77049 (Simulation time: 0 hr 2 min 23 sec) 
Heartbeat CPU  0 instructions:   23000003 cycles:    8754921 heartbeat IPC: 2.66983 cumulative IPC: 2.62709 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  2 instructions:   23000002 cycles:    8897892 heartbeat IPC: 3.01629 cumulative IPC: 2.58488 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  3 instructions:   25000001 cycles:    9057649 heartbeat IPC: 2.53219 cumulative IPC: 2.76010 (Simulation time: 0 hr 2 min 29 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:    9161831 heartbeat IPC: 1.53251 cumulative IPC: 2.40127 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:    9206226 heartbeat IPC: 2.21579 cumulative IPC: 2.60693 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:    9234588 heartbeat IPC: 2.97003 cumulative IPC: 2.59892 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  3 instructions:   26000002 cycles:    9387180 heartbeat IPC: 3.03462 cumulative IPC: 2.76974 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  0 instructions:   25000003 cycles:    9531665 heartbeat IPC: 3.07278 cumulative IPC: 2.62284 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  2 instructions:   25000000 cycles:    9561676 heartbeat IPC: 3.05728 cumulative IPC: 2.61460 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:    9578994 heartbeat IPC: 2.39715 cumulative IPC: 2.40109 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  3 instructions:   27000001 cycles:    9715293 heartbeat IPC: 3.04773 cumulative IPC: 2.77912 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:    9859302 heartbeat IPC: 3.05215 cumulative IPC: 2.63710 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  2 instructions:   26000001 cycles:    9888707 heartbeat IPC: 3.05782 cumulative IPC: 2.62926 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:    9902004 heartbeat IPC: 3.09588 cumulative IPC: 2.42375 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   10043426 heartbeat IPC: 3.04754 cumulative IPC: 2.78789 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   10184835 heartbeat IPC: 3.07189 cumulative IPC: 2.65100 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  1 instructions:   25000002 cycles:   10228725 heartbeat IPC: 3.06072 cumulative IPC: 2.44410 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  2 instructions:   27000000 cycles:   10329754 heartbeat IPC: 2.26733 cumulative IPC: 2.61381 (Simulation time: 0 hr 2 min 52 sec) 
Heartbeat CPU  3 instructions:   29000001 cycles:   10370851 heartbeat IPC: 3.05414 cumulative IPC: 2.79630 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   10510152 heartbeat IPC: 3.07392 cumulative IPC: 2.66409 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   10555011 heartbeat IPC: 3.06479 cumulative IPC: 2.46328 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  3 instructions:   30000001 cycles:   10783221 heartbeat IPC: 2.42501 cumulative IPC: 2.78210 (Simulation time: 0 hr 2 min 59 sec) 
Heartbeat CPU  0 instructions:   29000001 cycles:   10833888 heartbeat IPC: 3.08894 cumulative IPC: 2.67679 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  1 instructions:   27000001 cycles:   10881573 heartbeat IPC: 3.06221 cumulative IPC: 2.48126 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   10965752 heartbeat IPC: 1.57233 cumulative IPC: 2.55340 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  3 instructions:   31000000 cycles:   11104071 heartbeat IPC: 3.11672 cumulative IPC: 2.79177 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   11159049 heartbeat IPC: 3.07540 cumulative IPC: 2.68840 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   11245044 heartbeat IPC: 2.75125 cumulative IPC: 2.48999 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  2 instructions:   29000001 cycles:   11346632 heartbeat IPC: 2.62550 cumulative IPC: 2.55582 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   11474695 heartbeat IPC: 2.69815 cumulative IPC: 2.78875 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   11543520 heartbeat IPC: 2.60098 cumulative IPC: 2.68549 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   11682941 heartbeat IPC: 2.97345 cumulative IPC: 2.56785 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  1 instructions:   29000002 cycles:   11863469 heartbeat IPC: 1.61701 cumulative IPC: 2.44448 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  3 instructions:   33000001 cycles:   11884675 heartbeat IPC: 2.43915 cumulative IPC: 2.77669 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   11920107 heartbeat IPC: 2.65542 cumulative IPC: 2.68454 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  2 instructions:   31000000 cycles:   12071679 heartbeat IPC: 2.57243 cumulative IPC: 2.56799 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   12288718 heartbeat IPC: 2.71289 cumulative IPC: 2.68539 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  1 instructions:   30000003 cycles:   12308156 heartbeat IPC: 2.24878 cumulative IPC: 2.43741 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  3 instructions:   34000001 cycles:   12337527 heartbeat IPC: 2.20823 cumulative IPC: 2.75582 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  1 instructions:   31000000 cycles:   12638089 heartbeat IPC: 3.03091 cumulative IPC: 2.45290 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   12668235 heartbeat IPC: 1.67629 cumulative IPC: 2.52600 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  3 instructions:   35000000 cycles:   12715364 heartbeat IPC: 2.64664 cumulative IPC: 2.75258 (Simulation time: 0 hr 3 min 30 sec) 
Heartbeat CPU  0 instructions:   34000003 cycles:   12744020 heartbeat IPC: 2.19635 cumulative IPC: 2.66792 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   13038385 heartbeat IPC: 3.09577 cumulative IPC: 2.76108 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   13047895 heartbeat IPC: 2.44018 cumulative IPC: 2.45250 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  0 instructions:   35000000 cycles:   13079554 heartbeat IPC: 2.98031 cumulative IPC: 2.67593 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  2 instructions:   33000002 cycles:   13109066 heartbeat IPC: 2.26845 cumulative IPC: 2.51734 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  3 instructions:   37000001 cycles:   13363410 heartbeat IPC: 3.07669 cumulative IPC: 2.76875 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  1 instructions:   33000003 cycles:   13390835 heartbeat IPC: 2.91597 cumulative IPC: 2.46437 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   13400017 heartbeat IPC: 3.12049 cumulative IPC: 2.68656 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  2 instructions:   34000000 cycles:   13444277 heartbeat IPC: 2.98319 cumulative IPC: 2.52896 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  3 instructions:   38000002 cycles:   13689713 heartbeat IPC: 3.06464 cumulative IPC: 2.77581 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  0 instructions:   37000001 cycles:   13722978 heartbeat IPC: 3.09635 cumulative IPC: 2.69621 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  1 instructions:   34000003 cycles:   13723949 heartbeat IPC: 3.00198 cumulative IPC: 2.47742 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  2 instructions:   35000001 cycles:   13768476 heartbeat IPC: 3.08453 cumulative IPC: 2.54204 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  3 instructions:   39000001 cycles:   14015164 heartbeat IPC: 3.07266 cumulative IPC: 2.78270 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  0 instructions:   38000003 cycles:   14103270 heartbeat IPC: 2.62956 cumulative IPC: 2.69441 (Simulation time: 0 hr 3 min 55 sec) 
