*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  2 2025 11:26:00
*************************************************
parsing config file: /data3/config/pythia_mod2.ini

trace_0 /data3/NUTCH/traces/nutch_phase0_core0.trace.xz
adding L2C_PREFETCHER: Scooby
Initialize SHIP state
warmup_instructions 50000000
simulation_instructions 150000000
champsim_seed 1786
measure_ipc 0
measure_ipc_epoch 1000
measure_dram_bw 1
measure_dram_bw_epoch 256
measure_cache_acc 1
measure_cache_acc_epoch 1024
l1d_perfect 0
l2c_perfect 0
llc_perfect 0
l1d_semi_perfect 0
l2c_semi_perfect 0
llc_semi_perfect 0
semi_perfect_cache_page_buffer_size 64

num_cpus 1
cpu_freq 4000
dram_io_freq 2400
page_size 4096
block_size 64
max_read_per_cycle 8
max_fill_per_cycle 1
dram_channels 1
log2_dram_channels 0
dram_ranks 1
dram_banks 8
dram_rows 65536
dram_columns 128
dram_row_size 8
dram_size 4096
dram_pages 1048576

fetch_width 6
decode_width 6
exec_width 4
lq_width 2
sq_width 2
retire_width 4
scheduler_size 128
branch_mispredict_penalty 20
rob_size 256
lq_size 72
sq_size 56
num_instr_destinations_sparc 4
num_instr_destinations 2
num_instr_sources 4

itlb_set 16
itlb_way 8
itlb_rq_size 16
itlb_wq_size 16
itlb_pq_size 0
itlb_mshr_size 8
itlb_latency 1

dtlb_set 16
dtlb_way 4
dtlb_rq_size 16
dtlb_wq_size 16
dtlb_pq_size 0
dtlb_mshr_size 8
dtlb_latency 1

stlb_set 128
stlb_way 12
stlb_rq_size 32
stlb_wq_size 32
stlb_pq_size 0
stlb_mshr_size 16
stlb_latency 8

l1i_size 32
l1i_set 64
l1i_way 8
l1i_rq_size 64
l1i_wq_size 64
l1i_pq_size 8
l1i_mshr_size 8
l1i_latency 1

l1d_size 32
l1d_set 64
l1d_way 8
l1d_rq_size 64
l1d_wq_size 64
l1d_pq_size 8
l1d_mshr_size 16
l1d_latency 4

l2c_size 256
l2c_set 512
l2c_way 8
l2c_rq_size 32
l2c_wq_size 32
l2c_pq_size 32
l2c_mshr_size 32
l2c_latency 10

llc_size 2048
llc_set 2048
llc_way 16
llc_rq_size 32
llc_wq_size 32
llc_pq_size 32
llc_mshr_size 64
llc_latency 20

dram_channel_width 8
dram_wq_size 64
dram_rq_size 64
tRP 15
tRCD 15
tCAS 12.5
dram_dbus_turn_around_time 30
dram_write_high_wm 56
dram_write_low_wm 48
min_dram_writes_per_switch 16
dram_mtps 2400
dram_dbus_return_time 13

scooby_alpha 0.008
scooby_gamma 0.5563
scooby_epsilon 0.005
scooby_state_num_bits 10
scooby_max_states 1024
scooby_seed 200
scooby_policy EGreedy
scooby_learning_type SARSA
scooby_actions 1,2,3,4,6,8,10,12,16,-1,-2,-4,0,
scooby_max_actions 13
scooby_pt_size 384
scooby_st_size 96
scooby_max_pcs 5
scooby_max_offsets 5
scooby_max_deltas 5
scooby_reward_none -4
scooby_reward_incorrect -10
scooby_reward_correct_untimely 12
scooby_reward_correct_timely 25
scooby_brain_zero_init 0
scooby_enable_reward_all 0
scooby_enable_track_multiple 0
scooby_enable_reward_out_of_bounds 1
scooby_reward_out_of_bounds -14
scooby_state_type 1
scooby_state_hash_type 4
scooby_access_debug 0
scooby_print_access_debug 0
scooby_print_access_debug_pc deadbeef
scooby_print_access_debug_pc_count 0
scooby_print_trace 0
scooby_enable_state_action_stats 1
scooby_enable_reward_tracker_hit 1
scooby_reward_tracker_hit -3
scooby_enable_featurewise_engine 1
scooby_pref_degree 1
scooby_enable_dyn_degree 1
scooby_max_to_avg_q_thresholds 0.6,1.2,2,
scooby_dyn_degrees 1,2,4,6,
scooby_multi_deg_select_type 2
scooby_last_pref_offset_conf_thresholds 1,3,6,
scooby_dyn_degrees_type2 1,2,4,6,
scooby_action_tracker_size 2
scooby_high_bw_thresh 4
scooby_enable_hbw_reward 1
scooby_reward_hbw_correct_timely 25
scooby_reward_hbw_correct_untimely 12
scooby_reward_hbw_incorrect -16
scooby_reward_hbw_none -4
scooby_reward_hbw_out_of_bounds -14
scooby_reward_hbw_tracker_hit -3
scooby_last_pref_offset_conf_thresholds_hbw 1,3,6,
scooby_dyn_degrees_type2_hbw 1,2,4,6,

le_enable_trace 0
le_trace_interval 0
le_trace_file_name 
le_trace_state 0
le_enable_score_plot 0
le_plot_file_name 
le_plot_actions 
le_enable_action_trace 0
le_action_trace_interval 0
le_action_trace_name 
le_enable_action_plot 0

le_featurewise_active_features PC, PC_Delta
le_featurewise_num_tilings 4,4,
le_featurewise_num_tiles 192,192,
le_featurewise_hash_types 2,2,
le_featurewise_enable_tiling_offset 1,1,
le_featurewise_max_q_thresh 0.5
le_featurewise_enable_action_fallback 1
le_featurewise_feature_weights 1,1,
le_featurewise_enable_dynamic_weight 0
le_featurewise_weight_gradient 0.001
le_featurewise_disable_adjust_weight_all_features_align 1
le_featurewise_selective_update 0
le_featurewise_pooling_type 2
le_featurewise_enable_dyn_action_fallback 1
le_featurewise_bw_acc_check_level 1
le_featurewise_acc_thresh 2
le_featurewise_enable_trace 0
le_featurewise_trace_feature_type 0
le_featurewise_trace_feature 
le_featurewise_trace_interval 0
le_featurewise_trace_record_count 0
le_featurewise_trace_file_name 
le_featurewise_enable_score_plot 0
le_featurewise_plot_actions 
le_featurewise_plot_file_name 


Heartbeat CPU  0 instructions:    1000000 cycles:     624971 heartbeat IPC: 1.60007 cumulative IPC: 1.60007 (Simulation time: 0 hr 0 min 2 sec) 
Heartbeat CPU  0 instructions:    2000001 cycles:    1380205 heartbeat IPC: 1.32409 cumulative IPC: 1.44906 (Simulation time: 0 hr 0 min 3 sec) 
Heartbeat CPU  0 instructions:    3000003 cycles:    1824210 heartbeat IPC: 2.25223 cumulative IPC: 1.64455 (Simulation time: 0 hr 0 min 4 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    2293495 heartbeat IPC: 2.13089 cumulative IPC: 1.74406 (Simulation time: 0 hr 0 min 5 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    3018316 heartbeat IPC: 1.37965 cumulative IPC: 1.65655 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  0 instructions:    6000001 cycles:    3583047 heartbeat IPC: 1.77075 cumulative IPC: 1.67455 (Simulation time: 0 hr 0 min 8 sec) 
Heartbeat CPU  0 instructions:    7000002 cycles:    4018042 heartbeat IPC: 2.29888 cumulative IPC: 1.74214 (Simulation time: 0 hr 0 min 9 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    4439644 heartbeat IPC: 2.37190 cumulative IPC: 1.80195 (Simulation time: 0 hr 0 min 10 sec) 
Heartbeat CPU  0 instructions:    9000001 cycles:    4860341 heartbeat IPC: 2.37701 cumulative IPC: 1.85172 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    5275181 heartbeat IPC: 2.41057 cumulative IPC: 1.89567 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    5687788 heartbeat IPC: 2.42362 cumulative IPC: 1.93397 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    6162268 heartbeat IPC: 2.10757 cumulative IPC: 1.94734 (Simulation time: 0 hr 0 min 15 sec) 
Heartbeat CPU  0 instructions:   13000000 cycles:    6768325 heartbeat IPC: 1.65001 cumulative IPC: 1.92071 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:    7247440 heartbeat IPC: 2.08718 cumulative IPC: 1.93172 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    7880576 heartbeat IPC: 1.57944 cumulative IPC: 1.90341 (Simulation time: 0 hr 0 min 19 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    8424072 heartbeat IPC: 1.83994 cumulative IPC: 1.89932 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    8856669 heartbeat IPC: 2.31162 cumulative IPC: 1.91946 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:   18000002 cycles:    9439454 heartbeat IPC: 1.71590 cumulative IPC: 1.90689 (Simulation time: 0 hr 0 min 23 sec) 
Heartbeat CPU  0 instructions:   19000002 cycles:    9917878 heartbeat IPC: 2.09020 cumulative IPC: 1.91573 (Simulation time: 0 hr 0 min 25 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:   10508470 heartbeat IPC: 1.69321 cumulative IPC: 1.90323 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:   21000002 cycles:   10961491 heartbeat IPC: 2.20741 cumulative IPC: 1.91580 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:   11385083 heartbeat IPC: 2.36076 cumulative IPC: 1.93235 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   11808608 heartbeat IPC: 2.36113 cumulative IPC: 1.94773 (Simulation time: 0 hr 0 min 29 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   12230385 heartbeat IPC: 2.37092 cumulative IPC: 1.96233 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   12642656 heartbeat IPC: 2.42559 cumulative IPC: 1.97743 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:   26000000 cycles:   13051600 heartbeat IPC: 2.44532 cumulative IPC: 1.99209 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  0 instructions:   27000001 cycles:   13540836 heartbeat IPC: 2.04401 cumulative IPC: 1.99397 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   13962303 heartbeat IPC: 2.37266 cumulative IPC: 2.00540 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  0 instructions:   29000001 cycles:   14378974 heartbeat IPC: 2.39998 cumulative IPC: 2.01683 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   14794874 heartbeat IPC: 2.40442 cumulative IPC: 2.02773 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  0 instructions:   31000000 cycles:   15278026 heartbeat IPC: 2.06974 cumulative IPC: 2.02906 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   15693983 heartbeat IPC: 2.40409 cumulative IPC: 2.03900 (Simulation time: 0 hr 0 min 40 sec) 
Heartbeat CPU  0 instructions:   33000000 cycles:   16076155 heartbeat IPC: 2.61662 cumulative IPC: 2.05273 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:   34000000 cycles:   16485745 heartbeat IPC: 2.44147 cumulative IPC: 2.06239 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:   35000003 cycles:   16894378 heartbeat IPC: 2.44719 cumulative IPC: 2.07170 (Simulation time: 0 hr 0 min 44 sec) 
Heartbeat CPU  0 instructions:   36000000 cycles:   17300733 heartbeat IPC: 2.46090 cumulative IPC: 2.08084 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU  0 instructions:   37000002 cycles:   17746606 heartbeat IPC: 2.24280 cumulative IPC: 2.08491 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  0 instructions:   38000000 cycles:   18392014 heartbeat IPC: 1.54940 cumulative IPC: 2.06611 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:   39000000 cycles:   18968979 heartbeat IPC: 1.73321 cumulative IPC: 2.05599 (Simulation time: 0 hr 0 min 49 sec) 
Heartbeat CPU  0 instructions:   40000000 cycles:   19417284 heartbeat IPC: 2.23062 cumulative IPC: 2.06002 (Simulation time: 0 hr 0 min 50 sec) 
Heartbeat CPU  0 instructions:   41000003 cycles:   19837763 heartbeat IPC: 2.37825 cumulative IPC: 2.06677 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:   42000003 cycles:   20256248 heartbeat IPC: 2.38957 cumulative IPC: 2.07343 (Simulation time: 0 hr 0 min 53 sec) 
