*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/mlop.ini

trace_0 /data3/STREAMING/traces/streaming_phase0_core0.trace.xz
Heartbeat CPU  2 instructions:    3000000 cycles:     847880 heartbeat IPC: 3.78014 cumulative IPC: 3.53824 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  1 instructions:    3000003 cycles:     881687 heartbeat IPC: 3.67585 cumulative IPC: 3.40257 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:    3000001 cycles:     890806 heartbeat IPC: 3.58858 cumulative IPC: 3.36774 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  3 instructions:    3000000 cycles:     906777 heartbeat IPC: 3.64718 cumulative IPC: 3.30842 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1122293 heartbeat IPC: 3.64414 cumulative IPC: 3.56413 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1147152 heartbeat IPC: 3.76696 cumulative IPC: 3.48690 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1155128 heartbeat IPC: 3.78326 cumulative IPC: 3.46282 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1181581 heartbeat IPC: 3.63896 cumulative IPC: 3.38529 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    1406446 heartbeat IPC: 3.51923 cumulative IPC: 3.55506 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  1 instructions:    5000001 cycles:    1413984 heartbeat IPC: 3.74768 cumulative IPC: 3.53611 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    1436870 heartbeat IPC: 3.54935 cumulative IPC: 3.47979 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  3 instructions:    5000003 cycles:    1615176 heartbeat IPC: 2.30631 cumulative IPC: 3.09564 (Simulation time: 0 hr 0 min 31 sec) 
Heartbeat CPU  2 instructions:    6000003 cycles:    1674145 heartbeat IPC: 3.73555 cumulative IPC: 3.58392 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  1 instructions:    6000000 cycles:    1676370 heartbeat IPC: 3.81118 cumulative IPC: 3.57916 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:    6000003 cycles:    1713327 heartbeat IPC: 3.61721 cumulative IPC: 3.50196 (Simulation time: 0 hr 0 min 33 sec) 
Heartbeat CPU  2 instructions:    7000000 cycles:    1941440 heartbeat IPC: 3.74117 cumulative IPC: 3.60557 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  1 instructions:    7000003 cycles:    1952279 heartbeat IPC: 3.62439 cumulative IPC: 3.58555 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    1985861 heartbeat IPC: 3.66926 cumulative IPC: 3.52492 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU  3 instructions:    6000001 cycles:    2073243 heartbeat IPC: 2.18308 cumulative IPC: 2.89402 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    2224769 heartbeat IPC: 3.52947 cumulative IPC: 3.59588 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    2244193 heartbeat IPC: 3.42566 cumulative IPC: 3.56476 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    2259848 heartbeat IPC: 3.64981 cumulative IPC: 3.54006 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  3 instructions:    7000000 cycles:    2450922 heartbeat IPC: 2.64775 cumulative IPC: 2.85607 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  2 instructions:    9000002 cycles:    2501376 heartbeat IPC: 3.61524 cumulative IPC: 3.59802 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  1 instructions:    9000000 cycles:    2522881 heartbeat IPC: 3.58824 cumulative IPC: 3.56735 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    2729682 heartbeat IPC: 3.58732 cumulative IPC: 2.93074 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  2 instructions:   10000001 cycles:    2792018 heartbeat IPC: 3.44066 cumulative IPC: 3.58164 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    2800289 heartbeat IPC: 1.85034 cumulative IPC: 3.21395 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  1 instructions:   10000000 cycles:    2934025 heartbeat IPC: 2.43224 cumulative IPC: 3.40829 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  3 instructions:    9000001 cycles:    2994473 heartbeat IPC: 3.77657 cumulative IPC: 3.00554 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  2 instructions:   11000002 cycles:    3090255 heartbeat IPC: 3.35304 cumulative IPC: 3.55958 (Simulation time: 0 hr 0 min 57 sec) 
Heartbeat CPU  3 instructions:   10000001 cycles:    3274112 heartbeat IPC: 3.57604 cumulative IPC: 3.05426 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    3316029 heartbeat IPC: 1.93896 cumulative IPC: 3.01566 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    3441019 heartbeat IPC: 2.85091 cumulative IPC: 3.48734 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  1 instructions:   11000003 cycles:    3505924 heartbeat IPC: 1.74857 cumulative IPC: 3.13755 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    3540993 heartbeat IPC: 3.74699 cumulative IPC: 3.10647 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    3733446 heartbeat IPC: 3.41966 cumulative IPC: 3.48204 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    3819908 heartbeat IPC: 1.98461 cumulative IPC: 2.87965 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    3987375 heartbeat IPC: 2.07705 cumulative IPC: 3.00950 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  2 instructions:   14000003 cycles:    4020976 heartbeat IPC: 3.47791 cumulative IPC: 3.48174 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    4094008 heartbeat IPC: 1.80827 cumulative IPC: 2.93111 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  2 instructions:   15000000 cycles:    4308991 heartbeat IPC: 3.47203 cumulative IPC: 3.48109 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  3 instructions:   13000002 cycles:    4386967 heartbeat IPC: 3.41345 cumulative IPC: 2.96332 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    4402607 heartbeat IPC: 1.71615 cumulative IPC: 2.72566 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  1 instructions:   13000003 cycles:    4528664 heartbeat IPC: 1.84745 cumulative IPC: 2.87060 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    4601033 heartbeat IPC: 3.42417 cumulative IPC: 3.47748 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  3 instructions:   14000001 cycles:    4666494 heartbeat IPC: 3.57747 cumulative IPC: 3.00011 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  2 instructions:   17000001 cycles:    4890988 heartbeat IPC: 3.44881 cumulative IPC: 3.47578 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  3 instructions:   15000001 cycles:    4934348 heartbeat IPC: 3.73338 cumulative IPC: 3.03992 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    4952318 heartbeat IPC: 1.81914 cumulative IPC: 2.62503 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  1 instructions:   14000000 cycles:    5024115 heartbeat IPC: 2.01836 cumulative IPC: 2.78656 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  2 instructions:   18000002 cycles:    5179928 heartbeat IPC: 3.46093 cumulative IPC: 3.47495 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    5200351 heartbeat IPC: 3.75935 cumulative IPC: 3.07672 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  3 instructions:   17000001 cycles:    5465078 heartbeat IPC: 3.77748 cumulative IPC: 3.11066 (Simulation time: 0 hr 1 min 35 sec) 
Heartbeat CPU  2 instructions:   19000002 cycles:    5474941 heartbeat IPC: 3.38968 cumulative IPC: 3.47036 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  1 instructions:   15000002 cycles:    5493808 heartbeat IPC: 2.12905 cumulative IPC: 2.73035 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   14000001 cycles:    5525025 heartbeat IPC: 1.74609 cumulative IPC: 2.53393 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  3 instructions:   18000000 cycles:    5736820 heartbeat IPC: 3.67996 cumulative IPC: 3.13763 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    5825511 heartbeat IPC: 2.85249 cumulative IPC: 3.43318 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    5949840 heartbeat IPC: 2.19282 cumulative IPC: 2.68915 (Simulation time: 0 hr 1 min 44 sec) 
Heartbeat CPU  3 instructions:   19000000 cycles:    6011734 heartbeat IPC: 3.63750 cumulative IPC: 3.16049 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:    6047499 heartbeat IPC: 1.91397 cumulative IPC: 2.48036 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  2 instructions:   21000003 cycles:    6122329 heartbeat IPC: 3.36908 cumulative IPC: 3.43007 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    6403143 heartbeat IPC: 2.55487 cumulative IPC: 3.12347 (Simulation time: 0 hr 1 min 51 sec) 
Heartbeat CPU  1 instructions:   17000003 cycles:    6422649 heartbeat IPC: 2.11503 cumulative IPC: 2.64688 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  2 instructions:   22000002 cycles:    6461437 heartbeat IPC: 2.94891 cumulative IPC: 3.40482 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    6512541 heartbeat IPC: 2.15034 cumulative IPC: 2.45680 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  2 instructions:   23000001 cycles:    6764936 heartbeat IPC: 3.29490 cumulative IPC: 3.39988 (Simulation time: 0 hr 1 min 57 sec) 
Heartbeat CPU  1 instructions:   18000001 cycles:    6911225 heartbeat IPC: 2.04676 cumulative IPC: 2.60446 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  3 instructions:   21000001 cycles:    6947909 heartbeat IPC: 1.83565 cumulative IPC: 3.02249 (Simulation time: 0 hr 1 min 59 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    7054847 heartbeat IPC: 1.84398 cumulative IPC: 2.40969 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  1 instructions:   19000002 cycles:    7410812 heartbeat IPC: 2.00166 cumulative IPC: 2.56382 (Simulation time: 0 hr 2 min 5 sec) 
Heartbeat CPU  3 instructions:   22000002 cycles:    7473403 heartbeat IPC: 1.90297 cumulative IPC: 2.94377 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:    7524252 heartbeat IPC: 1.31697 cumulative IPC: 3.18969 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:    7544349 heartbeat IPC: 2.04289 cumulative IPC: 2.38589 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    7904058 heartbeat IPC: 2.02738 cumulative IPC: 2.53035 (Simulation time: 0 hr 2 min 11 sec) 
Heartbeat CPU  3 instructions:   23000003 cycles:    7984546 heartbeat IPC: 1.95640 cumulative IPC: 2.88056 (Simulation time: 0 hr 2 min 12 sec) 
Heartbeat CPU  0 instructions:   19000002 cycles:    8039146 heartbeat IPC: 2.02103 cumulative IPC: 2.36344 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  2 instructions:   25000003 cycles:    8132422 heartbeat IPC: 1.64428 cumulative IPC: 3.07412 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  1 instructions:   21000002 cycles:    8379390 heartbeat IPC: 2.10380 cumulative IPC: 2.50615 (Simulation time: 0 hr 2 min 17 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    8504248 heartbeat IPC: 2.15006 cumulative IPC: 2.35177 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:    8617841 heartbeat IPC: 1.57904 cumulative IPC: 2.78492 (Simulation time: 0 hr 2 min 20 sec) 
Heartbeat CPU  2 instructions:   26000000 cycles:    8712426 heartbeat IPC: 1.72412 cumulative IPC: 2.98424 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  1 instructions:   22000000 cycles:    8859187 heartbeat IPC: 2.08421 cumulative IPC: 2.48330 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  0 instructions:   21000003 cycles:    9034941 heartbeat IPC: 1.88433 cumulative IPC: 2.32431 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  3 instructions:   25000001 cycles:    9047728 heartbeat IPC: 2.32620 cumulative IPC: 2.76312 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  2 instructions:   27000002 cycles:    9300249 heartbeat IPC: 1.70120 cumulative IPC: 2.90315 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:    9339414 heartbeat IPC: 2.08235 cumulative IPC: 2.46268 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  3 instructions:   26000000 cycles:    9490649 heartbeat IPC: 2.25774 cumulative IPC: 2.73954 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:    9541293 heartbeat IPC: 1.97491 cumulative IPC: 2.30577 (Simulation time: 0 hr 2 min 33 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:    9854673 heartbeat IPC: 1.80367 cumulative IPC: 2.84129 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:    9862367 heartbeat IPC: 1.91222 cumulative IPC: 2.43349 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  3 instructions:   27000000 cycles:    9984665 heartbeat IPC: 2.02423 cumulative IPC: 2.70415 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   10039408 heartbeat IPC: 2.00756 cumulative IPC: 2.29097 (Simulation time: 0 hr 2 min 40 sec) 
Heartbeat CPU  1 instructions:   25000000 cycles:   10391029 heartbeat IPC: 1.89157 cumulative IPC: 2.40592 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   10411712 heartbeat IPC: 2.34166 cumulative IPC: 2.68928 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  2 instructions:   29000003 cycles:   10416703 heartbeat IPC: 1.77927 cumulative IPC: 2.78399 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10551119 heartbeat IPC: 1.95423 cumulative IPC: 2.27464 (Simulation time: 0 hr 2 min 47 sec) 
Heartbeat CPU  3 instructions:   29000002 cycles:   10854400 heartbeat IPC: 2.25893 cumulative IPC: 2.67173 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   10916154 heartbeat IPC: 1.90431 cumulative IPC: 2.38179 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  2 instructions:   30000003 cycles:   11007710 heartbeat IPC: 1.69203 cumulative IPC: 2.72536 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   11122871 heartbeat IPC: 1.74901 cumulative IPC: 2.24762 (Simulation time: 0 hr 2 min 54 sec) 
Heartbeat CPU  3 instructions:   30000000 cycles:   11322787 heartbeat IPC: 2.13498 cumulative IPC: 2.64952 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  1 instructions:   27000003 cycles:   11427096 heartbeat IPC: 1.95718 cumulative IPC: 2.36281 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  2 instructions:   31000002 cycles:   11591240 heartbeat IPC: 1.71371 cumulative IPC: 2.67443 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   11627238 heartbeat IPC: 1.98269 cumulative IPC: 2.23613 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  3 instructions:   31000002 cycles:   11782045 heartbeat IPC: 2.17743 cumulative IPC: 2.63112 (Simulation time: 0 hr 3 min 3 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   11938161 heartbeat IPC: 1.95669 cumulative IPC: 2.34542 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   12128224 heartbeat IPC: 1.99606 cumulative IPC: 2.22621 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   12158764 heartbeat IPC: 1.76204 cumulative IPC: 2.63185 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   12231984 heartbeat IPC: 2.22252 cumulative IPC: 2.61609 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  1 instructions:   29000002 cycles:   12457521 heartbeat IPC: 1.92545 cumulative IPC: 2.32791 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  2 instructions:   33000001 cycles:   12579148 heartbeat IPC: 2.37878 cumulative IPC: 2.62339 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12629536 heartbeat IPC: 1.99477 cumulative IPC: 2.21703 (Simulation time: 0 hr 3 min 15 sec) 
Heartbeat CPU  3 instructions:   33000003 cycles:   12658002 heartbeat IPC: 2.34733 cumulative IPC: 2.60705 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  2 instructions:   34000001 cycles:   12877795 heartbeat IPC: 3.34843 cumulative IPC: 2.64020 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  1 instructions:   30000000 cycles:   13034794 heartbeat IPC: 1.73228 cumulative IPC: 2.30153 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  3 instructions:   34000000 cycles:   13094705 heartbeat IPC: 2.28988 cumulative IPC: 2.59647 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   13129886 heartbeat IPC: 1.99861 cumulative IPC: 2.20870 (Simulation time: 0 hr 3 min 23 sec) 
Heartbeat CPU  2 instructions:   35000001 cycles:   13466158 heartbeat IPC: 1.69963 cumulative IPC: 2.59911 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  1 instructions:   31000001 cycles:   13538989 heartbeat IPC: 1.98336 cumulative IPC: 2.28968 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  3 instructions:   35000002 cycles:   13553710 heartbeat IPC: 2.17863 cumulative IPC: 2.58232 (Simulation time: 0 hr 3 min 27 sec) 
Heartbeat CPU  0 instructions:   30000001 cycles:   13649648 heartbeat IPC: 1.92395 cumulative IPC: 2.19786 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   13867541 heartbeat IPC: 2.49138 cumulative IPC: 2.59599 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   14017773 heartbeat IPC: 2.15488 cumulative IPC: 2.56817 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   14068382 heartbeat IPC: 1.88895 cumulative IPC: 2.27460 (Simulation time: 0 hr 3 min 35 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   14148812 heartbeat IPC: 2.00335 cumulative IPC: 2.19100 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  2 instructions:   37000003 cycles:   14166879 heartbeat IPC: 3.34072 cumulative IPC: 2.61173 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  3 instructions:   37000002 cycles:   14472352 heartbeat IPC: 2.19984 cumulative IPC: 2.55660 (Simulation time: 0 hr 3 min 41 sec) 
Heartbeat CPU  1 instructions:   33000001 cycles:   14579030 heartbeat IPC: 1.95830 cumulative IPC: 2.26353 (Simulation time: 0 hr 3 min 42 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   14654953 heartbeat IPC: 1.97573 cumulative IPC: 2.18356 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  2 instructions:   38000000 cycles:   14669150 heartbeat IPC: 1.99095 cumulative IPC: 2.59047 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  3 instructions:   38000001 cycles:   14893408 heartbeat IPC: 2.37498 cumulative IPC: 2.55146 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  1 instructions:   34000003 cycles:   15046741 heartbeat IPC: 2.13808 cumulative IPC: 2.25963 (Simulation time: 0 hr 3 min 49 sec) 
Heartbeat CPU  0 instructions:   33000002 cycles:   15144175 heartbeat IPC: 2.04407 cumulative IPC: 2.17906 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  2 instructions:   39000003 cycles:   15271813 heartbeat IPC: 1.65931 cumulative IPC: 2.55372 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  3 instructions:   39000000 cycles:   15327117 heartbeat IPC: 2.30569 cumulative IPC: 2.54451 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  1 instructions:   35000001 cycles:   15526618 heartbeat IPC: 2.08386 cumulative IPC: 2.25419 (Simulation time: 0 hr 3 min 56 sec) 
