*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/dspatch.ini

trace_0 /data3/STREAMING/traces/streaming_phase0_core0.trace.xz
Heartbeat CPU  2 instructions:    3000000 cycles:     848408 heartbeat IPC: 3.78066 cumulative IPC: 3.53603 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  1 instructions:    3000003 cycles:     881589 heartbeat IPC: 3.67527 cumulative IPC: 3.40295 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  0 instructions:    3000001 cycles:     890853 heartbeat IPC: 3.58927 cumulative IPC: 3.36756 (Simulation time: 0 hr 0 min 16 sec) 
Heartbeat CPU  3 instructions:    3000000 cycles:     906632 heartbeat IPC: 3.64814 cumulative IPC: 3.30895 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1122739 heartbeat IPC: 3.64523 cumulative IPC: 3.56272 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1147120 heartbeat IPC: 3.76603 cumulative IPC: 3.48699 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1155230 heartbeat IPC: 3.78247 cumulative IPC: 3.46251 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1181466 heartbeat IPC: 3.63856 cumulative IPC: 3.38562 (Simulation time: 0 hr 0 min 22 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    1406963 heartbeat IPC: 3.51835 cumulative IPC: 3.55375 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  1 instructions:    5000001 cycles:    1413979 heartbeat IPC: 3.74730 cumulative IPC: 3.53612 (Simulation time: 0 hr 0 min 26 sec) 
Heartbeat CPU  0 instructions:    5000001 cycles:    1436939 heartbeat IPC: 3.54977 cumulative IPC: 3.47962 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  3 instructions:    5000003 cycles:    1615968 heartbeat IPC: 2.30149 cumulative IPC: 3.09412 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  2 instructions:    6000003 cycles:    1674705 heartbeat IPC: 3.73495 cumulative IPC: 3.58272 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  1 instructions:    6000000 cycles:    1676380 heartbeat IPC: 3.81096 cumulative IPC: 3.57914 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  0 instructions:    6000003 cycles:    1713484 heartbeat IPC: 3.61606 cumulative IPC: 3.50164 (Simulation time: 0 hr 0 min 32 sec) 
Heartbeat CPU  2 instructions:    7000000 cycles:    1941980 heartbeat IPC: 3.74145 cumulative IPC: 3.60457 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  1 instructions:    7000003 cycles:    1952293 heartbeat IPC: 3.62434 cumulative IPC: 3.58553 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  0 instructions:    7000000 cycles:    1986041 heartbeat IPC: 3.66895 cumulative IPC: 3.52460 (Simulation time: 0 hr 0 min 37 sec) 
Heartbeat CPU  3 instructions:    6000001 cycles:    2078281 heartbeat IPC: 2.16303 cumulative IPC: 2.88700 (Simulation time: 0 hr 0 min 39 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    2225039 heartbeat IPC: 3.53283 cumulative IPC: 3.59544 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    2244269 heartbeat IPC: 3.42493 cumulative IPC: 3.56464 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    2259967 heartbeat IPC: 3.65062 cumulative IPC: 3.53987 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  3 instructions:    7000000 cycles:    2455263 heartbeat IPC: 2.65264 cumulative IPC: 2.85102 (Simulation time: 0 hr 0 min 46 sec) 
Heartbeat CPU  2 instructions:    9000002 cycles:    2501612 heartbeat IPC: 3.61569 cumulative IPC: 3.59768 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  1 instructions:    9000000 cycles:    2522992 heartbeat IPC: 3.58779 cumulative IPC: 3.56719 (Simulation time: 0 hr 0 min 47 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    2734085 heartbeat IPC: 3.58652 cumulative IPC: 2.92602 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  2 instructions:   10000001 cycles:    2792228 heartbeat IPC: 3.44096 cumulative IPC: 3.58137 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  0 instructions:    9000000 cycles:    2800416 heartbeat IPC: 1.85031 cumulative IPC: 3.21381 (Simulation time: 0 hr 0 min 52 sec) 
Heartbeat CPU  1 instructions:   10000000 cycles:    2934415 heartbeat IPC: 2.43059 cumulative IPC: 3.40783 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  3 instructions:    9000001 cycles:    2999019 heartbeat IPC: 3.77453 cumulative IPC: 3.00098 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  2 instructions:   11000002 cycles:    3090456 heartbeat IPC: 3.35314 cumulative IPC: 3.55935 (Simulation time: 0 hr 0 min 56 sec) 
Heartbeat CPU  3 instructions:   10000001 cycles:    3278524 heartbeat IPC: 3.57775 cumulative IPC: 3.05015 (Simulation time: 0 hr 0 min 59 sec) 
Heartbeat CPU  0 instructions:   10000000 cycles:    3315265 heartbeat IPC: 1.94232 cumulative IPC: 3.01635 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    3441319 heartbeat IPC: 2.85011 cumulative IPC: 3.48704 (Simulation time: 0 hr 1 min 2 sec) 
Heartbeat CPU  1 instructions:   11000003 cycles:    3505752 heartbeat IPC: 1.75029 cumulative IPC: 3.13770 (Simulation time: 0 hr 1 min 3 sec) 
Heartbeat CPU  3 instructions:   11000002 cycles:    3545440 heartbeat IPC: 3.74650 cumulative IPC: 3.10258 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  2 instructions:   13000000 cycles:    3733717 heartbeat IPC: 3.42000 cumulative IPC: 3.48179 (Simulation time: 0 hr 1 min 7 sec) 
Heartbeat CPU  0 instructions:   11000002 cycles:    3817765 heartbeat IPC: 1.99005 cumulative IPC: 2.88127 (Simulation time: 0 hr 1 min 8 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    3986519 heartbeat IPC: 2.08000 cumulative IPC: 3.01014 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  2 instructions:   14000003 cycles:    4021281 heartbeat IPC: 3.47750 cumulative IPC: 3.48148 (Simulation time: 0 hr 1 min 11 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    4098003 heartbeat IPC: 1.80974 cumulative IPC: 2.92826 (Simulation time: 0 hr 1 min 13 sec) 
Heartbeat CPU  2 instructions:   15000000 cycles:    4309344 heartbeat IPC: 3.47145 cumulative IPC: 3.48081 (Simulation time: 0 hr 1 min 16 sec) 
Heartbeat CPU  3 instructions:   13000002 cycles:    4391023 heartbeat IPC: 3.41274 cumulative IPC: 2.96059 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    4397581 heartbeat IPC: 1.72468 cumulative IPC: 2.72877 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  1 instructions:   13000003 cycles:    4526663 heartbeat IPC: 1.85136 cumulative IPC: 2.87187 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    4601424 heartbeat IPC: 3.42372 cumulative IPC: 3.47718 (Simulation time: 0 hr 1 min 21 sec) 
Heartbeat CPU  3 instructions:   14000001 cycles:    4670595 heartbeat IPC: 3.57689 cumulative IPC: 2.99748 (Simulation time: 0 hr 1 min 22 sec) 
Heartbeat CPU  2 instructions:   17000001 cycles:    4891366 heartbeat IPC: 3.44897 cumulative IPC: 3.47551 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  3 instructions:   15000001 cycles:    4938490 heartbeat IPC: 3.73281 cumulative IPC: 3.03737 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  0 instructions:   13000001 cycles:    4942886 heartbeat IPC: 1.83384 cumulative IPC: 2.63004 (Simulation time: 0 hr 1 min 27 sec) 
Heartbeat CPU  1 instructions:   14000000 cycles:    5020391 heartbeat IPC: 2.02540 cumulative IPC: 2.78863 (Simulation time: 0 hr 1 min 28 sec) 
Heartbeat CPU  2 instructions:   18000002 cycles:    5180334 heartbeat IPC: 3.46059 cumulative IPC: 3.47468 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    5204687 heartbeat IPC: 3.75661 cumulative IPC: 3.07415 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  3 instructions:   17000001 cycles:    5469546 heartbeat IPC: 3.77560 cumulative IPC: 3.10812 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  2 instructions:   19000002 cycles:    5475280 heartbeat IPC: 3.39045 cumulative IPC: 3.47014 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  1 instructions:   15000001 cycles:    5487935 heartbeat IPC: 2.13884 cumulative IPC: 2.73327 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  0 instructions:   14000002 cycles:    5514544 heartbeat IPC: 1.74930 cumulative IPC: 2.53874 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  3 instructions:   18000000 cycles:    5741238 heartbeat IPC: 3.68063 cumulative IPC: 3.13521 (Simulation time: 0 hr 1 min 41 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    5825865 heartbeat IPC: 2.85237 cumulative IPC: 3.43297 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    5942079 heartbeat IPC: 2.20194 cumulative IPC: 2.69266 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  3 instructions:   19000000 cycles:    6016264 heartbeat IPC: 3.63602 cumulative IPC: 3.15811 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  0 instructions:   15000002 cycles:    6035641 heartbeat IPC: 1.91903 cumulative IPC: 2.48524 (Simulation time: 0 hr 1 min 46 sec) 
Heartbeat CPU  2 instructions:   21000003 cycles:    6122696 heartbeat IPC: 3.36893 cumulative IPC: 3.42986 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    6407089 heartbeat IPC: 2.55869 cumulative IPC: 3.12154 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  1 instructions:   17000003 cycles:    6413027 heartbeat IPC: 2.12338 cumulative IPC: 2.65085 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  2 instructions:   22000002 cycles:    6461748 heartbeat IPC: 2.94940 cumulative IPC: 3.40465 (Simulation time: 0 hr 1 min 53 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    6498833 heartbeat IPC: 2.15893 cumulative IPC: 2.46198 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  2 instructions:   23000001 cycles:    6765234 heartbeat IPC: 3.29504 cumulative IPC: 3.39973 (Simulation time: 0 hr 1 min 58 sec) 
Heartbeat CPU  1 instructions:   18000001 cycles:    6900099 heartbeat IPC: 2.05308 cumulative IPC: 2.60866 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  3 instructions:   21000001 cycles:    6949889 heartbeat IPC: 1.84230 cumulative IPC: 3.02163 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   17000000 cycles:    7039395 heartbeat IPC: 1.84993 cumulative IPC: 2.41498 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  1 instructions:   19000002 cycles:    7398342 heartbeat IPC: 2.00705 cumulative IPC: 2.56814 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  3 instructions:   22000003 cycles:    7473465 heartbeat IPC: 1.90995 cumulative IPC: 2.94375 (Simulation time: 0 hr 2 min 8 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:    7523574 heartbeat IPC: 1.31867 cumulative IPC: 3.18997 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  0 instructions:   18000001 cycles:    7527442 heartbeat IPC: 2.04899 cumulative IPC: 2.39125 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    7889849 heartbeat IPC: 2.03455 cumulative IPC: 2.53490 (Simulation time: 0 hr 2 min 14 sec) 
Heartbeat CPU  3 instructions:   23000000 cycles:    7982600 heartbeat IPC: 1.96411 cumulative IPC: 2.88127 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  0 instructions:   19000002 cycles:    8020963 heartbeat IPC: 2.02626 cumulative IPC: 2.36879 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  2 instructions:   25000003 cycles:    8130503 heartbeat IPC: 1.64764 cumulative IPC: 3.07484 (Simulation time: 0 hr 2 min 18 sec) 
Heartbeat CPU  1 instructions:   21000002 cycles:    8363255 heartbeat IPC: 2.11236 cumulative IPC: 2.51098 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    8484612 heartbeat IPC: 2.15680 cumulative IPC: 2.35721 (Simulation time: 0 hr 2 min 22 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:    8617797 heartbeat IPC: 1.57431 cumulative IPC: 2.78493 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  2 instructions:   26000000 cycles:    8709366 heartbeat IPC: 1.72752 cumulative IPC: 2.98529 (Simulation time: 0 hr 2 min 26 sec) 
Heartbeat CPU  1 instructions:   22000003 cycles:    8841680 heartbeat IPC: 2.09019 cumulative IPC: 2.48822 (Simulation time: 0 hr 2 min 28 sec) 
Heartbeat CPU  0 instructions:   21000003 cycles:    9013822 heartbeat IPC: 1.88961 cumulative IPC: 2.32976 (Simulation time: 0 hr 2 min 30 sec) 
Heartbeat CPU  3 instructions:   25000001 cycles:    9049575 heartbeat IPC: 2.31601 cumulative IPC: 2.76256 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  2 instructions:   27000002 cycles:    9296230 heartbeat IPC: 1.70398 cumulative IPC: 2.90440 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  1 instructions:   23000001 cycles:    9320431 heartbeat IPC: 2.08876 cumulative IPC: 2.46770 (Simulation time: 0 hr 2 min 35 sec) 
Heartbeat CPU  3 instructions:   26000000 cycles:    9492948 heartbeat IPC: 2.25543 cumulative IPC: 2.73888 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   22000003 cycles:    9518537 heartbeat IPC: 1.98132 cumulative IPC: 2.31128 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:    9842163 heartbeat IPC: 1.91669 cumulative IPC: 2.43849 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:    9849195 heartbeat IPC: 1.80843 cumulative IPC: 2.84287 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  3 instructions:   27000000 cycles:    9988701 heartbeat IPC: 2.01713 cumulative IPC: 2.70305 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  0 instructions:   23000001 cycles:   10015660 heartbeat IPC: 2.01157 cumulative IPC: 2.29640 (Simulation time: 0 hr 2 min 45 sec) 
Heartbeat CPU  1 instructions:   25000000 cycles:   10369393 heartbeat IPC: 1.89671 cumulative IPC: 2.41094 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  2 instructions:   29000003 cycles:   10409938 heartbeat IPC: 1.78335 cumulative IPC: 2.78580 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   10416960 heartbeat IPC: 2.33504 cumulative IPC: 2.68792 (Simulation time: 0 hr 2 min 51 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   10526480 heartbeat IPC: 1.95763 cumulative IPC: 2.27996 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  3 instructions:   29000000 cycles:   10859537 heartbeat IPC: 2.25949 cumulative IPC: 2.67046 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  1 instructions:   26000000 cycles:   10893258 heartbeat IPC: 1.90889 cumulative IPC: 2.38680 (Simulation time: 0 hr 2 min 58 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   10999720 heartbeat IPC: 1.69554 cumulative IPC: 2.72734 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  0 instructions:   25000000 cycles:   11097610 heartbeat IPC: 1.75091 cumulative IPC: 2.25274 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  3 instructions:   30000000 cycles:   11328259 heartbeat IPC: 2.13346 cumulative IPC: 2.64824 (Simulation time: 0 hr 3 min 5 sec) 
Heartbeat CPU  1 instructions:   27000003 cycles:   11402074 heartbeat IPC: 1.96535 cumulative IPC: 2.36799 (Simulation time: 0 hr 3 min 6 sec) 
Heartbeat CPU  2 instructions:   31000002 cycles:   11581519 heartbeat IPC: 1.71881 cumulative IPC: 2.67668 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  0 instructions:   26000001 cycles:   11601139 heartbeat IPC: 1.98598 cumulative IPC: 2.24116 (Simulation time: 0 hr 3 min 9 sec) 
Heartbeat CPU  3 instructions:   31000003 cycles:   11790529 heartbeat IPC: 2.16324 cumulative IPC: 2.62923 (Simulation time: 0 hr 3 min 12 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   11910480 heartbeat IPC: 1.96693 cumulative IPC: 2.35087 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  0 instructions:   27000000 cycles:   12100960 heartbeat IPC: 2.00071 cumulative IPC: 2.23123 (Simulation time: 0 hr 3 min 16 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   12147408 heartbeat IPC: 1.76713 cumulative IPC: 2.63431 (Simulation time: 0 hr 3 min 17 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   12240903 heartbeat IPC: 2.22037 cumulative IPC: 2.61419 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  1 instructions:   29000002 cycles:   12427785 heartbeat IPC: 1.93310 cumulative IPC: 2.33348 (Simulation time: 0 hr 3 min 21 sec) 
Heartbeat CPU  2 instructions:   33000001 cycles:   12567603 heartbeat IPC: 2.37985 cumulative IPC: 2.62580 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12601005 heartbeat IPC: 1.99982 cumulative IPC: 2.22204 (Simulation time: 0 hr 3 min 24 sec) 
Heartbeat CPU  3 instructions:   33000003 cycles:   12668556 heartbeat IPC: 2.33835 cumulative IPC: 2.60487 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  2 instructions:   34000001 cycles:   12866365 heartbeat IPC: 3.34715 cumulative IPC: 2.64255 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  1 instructions:   30000003 cycles:   13003723 heartbeat IPC: 1.73630 cumulative IPC: 2.30703 (Simulation time: 0 hr 3 min 31 sec) 
Heartbeat CPU  0 instructions:   29000003 cycles:   13100132 heartbeat IPC: 2.00350 cumulative IPC: 2.21372 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  3 instructions:   34000000 cycles:   13105333 heartbeat IPC: 2.28949 cumulative IPC: 2.59436 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  2 instructions:   35000001 cycles:   13455227 heartbeat IPC: 1.69819 cumulative IPC: 2.60122 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  1 instructions:   31000003 cycles:   13505927 heartbeat IPC: 1.99122 cumulative IPC: 2.29529 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  3 instructions:   35000000 cycles:   13564237 heartbeat IPC: 2.17911 cumulative IPC: 2.58031 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   13618877 heartbeat IPC: 1.92772 cumulative IPC: 2.20282 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   13856970 heartbeat IPC: 2.48915 cumulative IPC: 2.59797 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   14032140 heartbeat IPC: 2.13720 cumulative IPC: 2.56554 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   14033491 heartbeat IPC: 1.89550 cumulative IPC: 2.28026 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  0 instructions:   31000003 cycles:   14116580 heartbeat IPC: 2.00924 cumulative IPC: 2.19600 (Simulation time: 0 hr 3 min 47 sec) 
Heartbeat CPU  2 instructions:   37000003 cycles:   14156431 heartbeat IPC: 3.33934 cumulative IPC: 2.61365 (Simulation time: 0 hr 3 min 48 sec) 
Heartbeat CPU  3 instructions:   37000002 cycles:   14486317 heartbeat IPC: 2.20179 cumulative IPC: 2.55413 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  1 instructions:   33000001 cycles:   14542791 heartbeat IPC: 1.96348 cumulative IPC: 2.26917 (Simulation time: 0 hr 3 min 53 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   14621486 heartbeat IPC: 1.98056 cumulative IPC: 2.18856 (Simulation time: 0 hr 3 min 54 sec) 
Heartbeat CPU  2 instructions:   38000000 cycles:   14658458 heartbeat IPC: 1.99192 cumulative IPC: 2.59236 (Simulation time: 0 hr 3 min 55 sec) 
Heartbeat CPU  3 instructions:   38000003 cycles:   14909388 heartbeat IPC: 2.36367 cumulative IPC: 2.54873 (Simulation time: 0 hr 3 min 59 sec) 
Heartbeat CPU  1 instructions:   34000002 cycles:   15008122 heartbeat IPC: 2.14901 cumulative IPC: 2.26544 (Simulation time: 0 hr 4 min 1 sec) 
Heartbeat CPU  0 instructions:   33000002 cycles:   15109582 heartbeat IPC: 2.04878 cumulative IPC: 2.18404 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  2 instructions:   39000003 cycles:   15259932 heartbeat IPC: 1.66259 cumulative IPC: 2.55571 (Simulation time: 0 hr 4 min 5 sec) 
Heartbeat CPU  3 instructions:   39000000 cycles:   15343893 heartbeat IPC: 2.30146 cumulative IPC: 2.54173 (Simulation time: 0 hr 4 min 6 sec) 
Heartbeat CPU  1 instructions:   35000001 cycles:   15485999 heartbeat IPC: 2.09259 cumulative IPC: 2.26011 (Simulation time: 0 hr 4 min 8 sec) 
Heartbeat CPU  0 instructions:   34000001 cycles:   15598228 heartbeat IPC: 2.04647 cumulative IPC: 2.17973 (Simulation time: 0 hr 4 min 10 sec) 
