*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Mar 31 2025 20:14:32
*************************************************
parsing config file: /data3/config/bingo.ini

trace_0 /data3/CLOUD9/traces/cloud9_phase4_core0.trace.xz
Heartbeat CPU  0 instructions:    1000002 cycles:     499928 heartbeat IPC: 2.00029 cumulative IPC: 2.00029 (Simulation time: 0 hr 0 min 7 sec) 
Heartbeat CPU  3 instructions:    2000001 cycles:     777269 heartbeat IPC: 2.59620 cumulative IPC: 2.57311 (Simulation time: 0 hr 0 min 11 sec) 
Heartbeat CPU  2 instructions:    2000002 cycles:     813950 heartbeat IPC: 2.57351 cumulative IPC: 2.45716 (Simulation time: 0 hr 0 min 12 sec) 
Heartbeat CPU  1 instructions:    2000002 cycles:     880591 heartbeat IPC: 2.32823 cumulative IPC: 2.27120 (Simulation time: 0 hr 0 min 13 sec) 
Heartbeat CPU  0 instructions:    2000003 cycles:     929769 heartbeat IPC: 2.32644 cumulative IPC: 2.15108 (Simulation time: 0 hr 0 min 14 sec) 
Heartbeat CPU  3 instructions:    3000002 cycles:    1162836 heartbeat IPC: 2.59359 cumulative IPC: 2.57990 (Simulation time: 0 hr 0 min 17 sec) 
Heartbeat CPU  2 instructions:    3000002 cycles:    1201301 heartbeat IPC: 2.58164 cumulative IPC: 2.49729 (Simulation time: 0 hr 0 min 18 sec) 
Heartbeat CPU  1 instructions:    3000000 cycles:    1326845 heartbeat IPC: 2.24087 cumulative IPC: 2.26100 (Simulation time: 0 hr 0 min 20 sec) 
Heartbeat CPU  0 instructions:    3000000 cycles:    1365641 heartbeat IPC: 2.29424 cumulative IPC: 2.19677 (Simulation time: 0 hr 0 min 21 sec) 
Heartbeat CPU  3 instructions:    4000000 cycles:    1548921 heartbeat IPC: 2.59010 cumulative IPC: 2.58244 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  2 instructions:    4000000 cycles:    1581011 heartbeat IPC: 2.63358 cumulative IPC: 2.53003 (Simulation time: 0 hr 0 min 24 sec) 
Heartbeat CPU  1 instructions:    4000000 cycles:    1752074 heartbeat IPC: 2.35167 cumulative IPC: 2.28301 (Simulation time: 0 hr 0 min 27 sec) 
Heartbeat CPU  0 instructions:    4000000 cycles:    1797587 heartbeat IPC: 2.31510 cumulative IPC: 2.22521 (Simulation time: 0 hr 0 min 28 sec) 
Heartbeat CPU  3 instructions:    5000001 cycles:    1934282 heartbeat IPC: 2.59497 cumulative IPC: 2.58494 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  2 instructions:    5000000 cycles:    1970141 heartbeat IPC: 2.56984 cumulative IPC: 2.53789 (Simulation time: 0 hr 0 min 30 sec) 
Heartbeat CPU  0 instructions:    5000002 cycles:    2234070 heartbeat IPC: 2.29104 cumulative IPC: 2.23807 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU  1 instructions:    5000003 cycles:    2249474 heartbeat IPC: 2.01046 cumulative IPC: 2.22274 (Simulation time: 0 hr 0 min 35 sec) 
Heartbeat CPU  3 instructions:    6000002 cycles:    2319576 heartbeat IPC: 2.59542 cumulative IPC: 2.58668 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  2 instructions:    6000003 cycles:    2350735 heartbeat IPC: 2.62748 cumulative IPC: 2.55239 (Simulation time: 0 hr 0 min 36 sec) 
Heartbeat CPU  1 instructions:    6000000 cycles:    2675992 heartbeat IPC: 2.34456 cumulative IPC: 2.24216 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  3 instructions:    7000003 cycles:    2707897 heartbeat IPC: 2.57519 cumulative IPC: 2.58503 (Simulation time: 0 hr 0 min 41 sec) 
Heartbeat CPU  2 instructions:    7000002 cycles:    2752505 heartbeat IPC: 2.48898 cumulative IPC: 2.54314 (Simulation time: 0 hr 0 min 42 sec) 
Heartbeat CPU  0 instructions:    6000000 cycles:    2835277 heartbeat IPC: 1.66332 cumulative IPC: 2.11620 (Simulation time: 0 hr 0 min 43 sec) 
Heartbeat CPU  3 instructions:    8000000 cycles:    3093220 heartbeat IPC: 2.59522 cumulative IPC: 2.58630 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  1 instructions:    7000003 cycles:    3097598 heartbeat IPC: 2.37189 cumulative IPC: 2.25982 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  2 instructions:    8000000 cycles:    3134233 heartbeat IPC: 2.61966 cumulative IPC: 2.55246 (Simulation time: 0 hr 0 min 48 sec) 
Heartbeat CPU  0 instructions:    7000003 cycles:    3280022 heartbeat IPC: 2.24849 cumulative IPC: 2.13413 (Simulation time: 0 hr 0 min 51 sec) 
Heartbeat CPU  3 instructions:    9000000 cycles:    3477829 heartbeat IPC: 2.60004 cumulative IPC: 2.58782 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  1 instructions:    8000000 cycles:    3517363 heartbeat IPC: 2.38228 cumulative IPC: 2.27443 (Simulation time: 0 hr 0 min 54 sec) 
Heartbeat CPU  2 instructions:    9000000 cycles:    3517554 heartbeat IPC: 2.60878 cumulative IPC: 2.55860 (Simulation time: 0 hr 0 min 55 sec) 
Heartbeat CPU  0 instructions:    8000000 cycles:    3717645 heartbeat IPC: 2.28506 cumulative IPC: 2.15190 (Simulation time: 0 hr 0 min 58 sec) 
Heartbeat CPU  3 instructions:   10000003 cycles:    3863018 heartbeat IPC: 2.59614 cumulative IPC: 2.58865 (Simulation time: 0 hr 1 min 0 sec) 
Heartbeat CPU  2 instructions:   10000001 cycles:    3895628 heartbeat IPC: 2.64499 cumulative IPC: 2.56698 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  1 instructions:    9000001 cycles:    3941691 heartbeat IPC: 2.35667 cumulative IPC: 2.28328 (Simulation time: 0 hr 1 min 1 sec) 
Heartbeat CPU  0 instructions:    9000003 cycles:    4163265 heartbeat IPC: 2.24407 cumulative IPC: 2.16177 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU  3 instructions:   11000000 cycles:    4249266 heartbeat IPC: 2.58900 cumulative IPC: 2.58868 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  2 instructions:   11000003 cycles:    4279089 heartbeat IPC: 2.60783 cumulative IPC: 2.57064 (Simulation time: 0 hr 1 min 6 sec) 
Heartbeat CPU  1 instructions:   10000003 cycles:    4527884 heartbeat IPC: 1.70593 cumulative IPC: 2.20854 (Simulation time: 0 hr 1 min 10 sec) 
Heartbeat CPU  0 instructions:   10000001 cycles:    4621482 heartbeat IPC: 2.18237 cumulative IPC: 2.16381 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  3 instructions:   12000000 cycles:    4634806 heartbeat IPC: 2.59376 cumulative IPC: 2.58911 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  2 instructions:   12000000 cycles:    4657632 heartbeat IPC: 2.64170 cumulative IPC: 2.57642 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU  1 instructions:   11000002 cycles:    4959853 heartbeat IPC: 2.31498 cumulative IPC: 2.21781 (Simulation time: 0 hr 1 min 17 sec) 
Heartbeat CPU  3 instructions:   13000000 cycles:    5021020 heartbeat IPC: 2.58924 cumulative IPC: 2.58912 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  2 instructions:   13000001 cycles:    5057702 heartbeat IPC: 2.49957 cumulative IPC: 2.57034 (Simulation time: 0 hr 1 min 18 sec) 
Heartbeat CPU  0 instructions:   11000000 cycles:    5098003 heartbeat IPC: 2.09854 cumulative IPC: 2.15771 (Simulation time: 0 hr 1 min 19 sec) 
Heartbeat CPU  1 instructions:   12000000 cycles:    5390154 heartbeat IPC: 2.32395 cumulative IPC: 2.22628 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  3 instructions:   14000001 cycles:    5406460 heartbeat IPC: 2.59444 cumulative IPC: 2.58949 (Simulation time: 0 hr 1 min 24 sec) 
Heartbeat CPU  2 instructions:   14000003 cycles:    5445421 heartbeat IPC: 2.57919 cumulative IPC: 2.57097 (Simulation time: 0 hr 1 min 25 sec) 
Heartbeat CPU  0 instructions:   12000000 cycles:    5542106 heartbeat IPC: 2.25173 cumulative IPC: 2.16524 (Simulation time: 0 hr 1 min 26 sec) 
Heartbeat CPU  3 instructions:   15000000 cycles:    5792651 heartbeat IPC: 2.58939 cumulative IPC: 2.58949 (Simulation time: 0 hr 1 min 30 sec) 
Heartbeat CPU  2 instructions:   15000000 cycles:    5828386 heartbeat IPC: 2.61120 cumulative IPC: 2.57361 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  1 instructions:   13000001 cycles:    5840358 heartbeat IPC: 2.22122 cumulative IPC: 2.22589 (Simulation time: 0 hr 1 min 31 sec) 
Heartbeat CPU  0 instructions:   13000000 cycles:    6009238 heartbeat IPC: 2.14072 cumulative IPC: 2.16334 (Simulation time: 0 hr 1 min 33 sec) 
Heartbeat CPU  3 instructions:   16000000 cycles:    6176162 heartbeat IPC: 2.60749 cumulative IPC: 2.59061 (Simulation time: 0 hr 1 min 36 sec) 
Heartbeat CPU  2 instructions:   16000000 cycles:    6210398 heartbeat IPC: 2.61772 cumulative IPC: 2.57632 (Simulation time: 0 hr 1 min 37 sec) 
Heartbeat CPU  1 instructions:   14000000 cycles:    6321297 heartbeat IPC: 2.07926 cumulative IPC: 2.21474 (Simulation time: 0 hr 1 min 38 sec) 
Heartbeat CPU  0 instructions:   14000003 cycles:    6444360 heartbeat IPC: 2.29821 cumulative IPC: 2.17244 (Simulation time: 0 hr 1 min 40 sec) 
Heartbeat CPU  3 instructions:   17000000 cycles:    6561676 heartbeat IPC: 2.59394 cumulative IPC: 2.59080 (Simulation time: 0 hr 1 min 42 sec) 
Heartbeat CPU  2 instructions:   17000003 cycles:    6596468 heartbeat IPC: 2.59021 cumulative IPC: 2.57714 (Simulation time: 0 hr 1 min 43 sec) 
Heartbeat CPU  1 instructions:   15000002 cycles:    6772996 heartbeat IPC: 2.21387 cumulative IPC: 2.21468 (Simulation time: 0 hr 1 min 45 sec) 
Heartbeat CPU  0 instructions:   15000000 cycles:    6879496 heartbeat IPC: 2.29813 cumulative IPC: 2.18039 (Simulation time: 0 hr 1 min 47 sec) 
Heartbeat CPU  3 instructions:   18000003 cycles:    6945237 heartbeat IPC: 2.60716 cumulative IPC: 2.59170 (Simulation time: 0 hr 1 min 48 sec) 
Heartbeat CPU  2 instructions:   18000002 cycles:    6978610 heartbeat IPC: 2.61683 cumulative IPC: 2.57931 (Simulation time: 0 hr 1 min 49 sec) 
Heartbeat CPU  1 instructions:   16000000 cycles:    7225053 heartbeat IPC: 2.21211 cumulative IPC: 2.21452 (Simulation time: 0 hr 1 min 52 sec) 
Heartbeat CPU  3 instructions:   19000003 cycles:    7327517 heartbeat IPC: 2.61588 cumulative IPC: 2.59297 (Simulation time: 0 hr 1 min 54 sec) 
Heartbeat CPU  2 instructions:   19000003 cycles:    7360842 heartbeat IPC: 2.61621 cumulative IPC: 2.58123 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  0 instructions:   16000000 cycles:    7378919 heartbeat IPC: 2.00231 cumulative IPC: 2.16834 (Simulation time: 0 hr 1 min 55 sec) 
Heartbeat CPU  1 instructions:   17000002 cycles:    7674364 heartbeat IPC: 2.22563 cumulative IPC: 2.21517 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  3 instructions:   20000000 cycles:    7708306 heartbeat IPC: 2.62612 cumulative IPC: 2.59460 (Simulation time: 0 hr 2 min 0 sec) 
Heartbeat CPU  2 instructions:   20000000 cycles:    7753175 heartbeat IPC: 2.54885 cumulative IPC: 2.57959 (Simulation time: 0 hr 2 min 1 sec) 
Heartbeat CPU  0 instructions:   17000001 cycles:    7806526 heartbeat IPC: 2.33860 cumulative IPC: 2.17767 (Simulation time: 0 hr 2 min 2 sec) 
Heartbeat CPU  3 instructions:   21000001 cycles:    8092574 heartbeat IPC: 2.60235 cumulative IPC: 2.59497 (Simulation time: 0 hr 2 min 6 sec) 
Heartbeat CPU  1 instructions:   18000001 cycles:    8101053 heartbeat IPC: 2.34363 cumulative IPC: 2.22193 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  2 instructions:   21000001 cycles:    8137782 heartbeat IPC: 2.60006 cumulative IPC: 2.58056 (Simulation time: 0 hr 2 min 7 sec) 
Heartbeat CPU  0 instructions:   18000000 cycles:    8245298 heartbeat IPC: 2.27909 cumulative IPC: 2.18306 (Simulation time: 0 hr 2 min 9 sec) 
Heartbeat CPU  3 instructions:   22000003 cycles:    8475402 heartbeat IPC: 2.61214 cumulative IPC: 2.59575 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  1 instructions:   19000000 cycles:    8519640 heartbeat IPC: 2.38899 cumulative IPC: 2.23014 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  2 instructions:   22000003 cycles:    8521525 heartbeat IPC: 2.60592 cumulative IPC: 2.58170 (Simulation time: 0 hr 2 min 13 sec) 
Heartbeat CPU  0 instructions:   19000000 cycles:    8678335 heartbeat IPC: 2.30927 cumulative IPC: 2.18936 (Simulation time: 0 hr 2 min 16 sec) 
Heartbeat CPU  3 instructions:   23000002 cycles:    8861101 heartbeat IPC: 2.59269 cumulative IPC: 2.59561 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  2 instructions:   23000001 cycles:    8904902 heartbeat IPC: 2.60839 cumulative IPC: 2.58285 (Simulation time: 0 hr 2 min 19 sec) 
Heartbeat CPU  1 instructions:   20000000 cycles:    9018740 heartbeat IPC: 2.00361 cumulative IPC: 2.21760 (Simulation time: 0 hr 2 min 21 sec) 
Heartbeat CPU  0 instructions:   20000000 cycles:    9206873 heartbeat IPC: 1.89201 cumulative IPC: 2.17229 (Simulation time: 0 hr 2 min 24 sec) 
Heartbeat CPU  3 instructions:   24000000 cycles:    9245451 heartbeat IPC: 2.60179 cumulative IPC: 2.59587 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  2 instructions:   24000000 cycles:    9292205 heartbeat IPC: 2.58196 cumulative IPC: 2.58281 (Simulation time: 0 hr 2 min 25 sec) 
Heartbeat CPU  1 instructions:   21000000 cycles:    9435123 heartbeat IPC: 2.40163 cumulative IPC: 2.22573 (Simulation time: 0 hr 2 min 27 sec) 
Heartbeat CPU  3 instructions:   25000001 cycles:    9631536 heartbeat IPC: 2.59011 cumulative IPC: 2.59564 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  2 instructions:   25000000 cycles:    9672577 heartbeat IPC: 2.62901 cumulative IPC: 2.58463 (Simulation time: 0 hr 2 min 31 sec) 
Heartbeat CPU  0 instructions:   21000000 cycles:    9716178 heartbeat IPC: 1.96346 cumulative IPC: 2.16134 (Simulation time: 0 hr 2 min 32 sec) 
Heartbeat CPU  1 instructions:   22000001 cycles:    9853635 heartbeat IPC: 2.38942 cumulative IPC: 2.23268 (Simulation time: 0 hr 2 min 34 sec) 
Heartbeat CPU  3 instructions:   26000000 cycles:   10016650 heartbeat IPC: 2.59663 cumulative IPC: 2.59568 (Simulation time: 0 hr 2 min 37 sec) 
Heartbeat CPU  2 instructions:   26000003 cycles:   10057900 heartbeat IPC: 2.59523 cumulative IPC: 2.58503 (Simulation time: 0 hr 2 min 38 sec) 
Heartbeat CPU  0 instructions:   22000001 cycles:   10152718 heartbeat IPC: 2.29074 cumulative IPC: 2.16691 (Simulation time: 0 hr 2 min 39 sec) 
Heartbeat CPU  1 instructions:   23000003 cycles:   10274826 heartbeat IPC: 2.37422 cumulative IPC: 2.23848 (Simulation time: 0 hr 2 min 41 sec) 
Heartbeat CPU  3 instructions:   27000000 cycles:   10400837 heartbeat IPC: 2.60290 cumulative IPC: 2.59594 (Simulation time: 0 hr 2 min 43 sec) 
Heartbeat CPU  2 instructions:   27000002 cycles:   10446288 heartbeat IPC: 2.57474 cumulative IPC: 2.58465 (Simulation time: 0 hr 2 min 44 sec) 
Heartbeat CPU  0 instructions:   23000002 cycles:   10580530 heartbeat IPC: 2.33748 cumulative IPC: 2.17380 (Simulation time: 0 hr 2 min 46 sec) 
Heartbeat CPU  3 instructions:   28000000 cycles:   10783290 heartbeat IPC: 2.61470 cumulative IPC: 2.59661 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  1 instructions:   24000000 cycles:   10819083 heartbeat IPC: 1.83736 cumulative IPC: 2.21830 (Simulation time: 0 hr 2 min 49 sec) 
Heartbeat CPU  2 instructions:   28000000 cycles:   10831142 heartbeat IPC: 2.59838 cumulative IPC: 2.58514 (Simulation time: 0 hr 2 min 50 sec) 
Heartbeat CPU  0 instructions:   24000000 cycles:   11043201 heartbeat IPC: 2.16136 cumulative IPC: 2.17328 (Simulation time: 0 hr 2 min 53 sec) 
Heartbeat CPU  3 instructions:   29000002 cycles:   11167594 heartbeat IPC: 2.60211 cumulative IPC: 2.59680 (Simulation time: 0 hr 2 min 55 sec) 
Heartbeat CPU  2 instructions:   29000003 cycles:   11215716 heartbeat IPC: 2.60029 cumulative IPC: 2.58566 (Simulation time: 0 hr 2 min 56 sec) 
Heartbeat CPU  1 instructions:   25000003 cycles:   11285238 heartbeat IPC: 2.14522 cumulative IPC: 2.21528 (Simulation time: 0 hr 2 min 57 sec) 
Heartbeat CPU  0 instructions:   25000003 cycles:   11501326 heartbeat IPC: 2.18282 cumulative IPC: 2.17366 (Simulation time: 0 hr 3 min 0 sec) 
Heartbeat CPU  3 instructions:   30000002 cycles:   11552786 heartbeat IPC: 2.59611 cumulative IPC: 2.59678 (Simulation time: 0 hr 3 min 1 sec) 
Heartbeat CPU  2 instructions:   30000000 cycles:   11597703 heartbeat IPC: 2.61788 cumulative IPC: 2.58672 (Simulation time: 0 hr 3 min 2 sec) 
Heartbeat CPU  1 instructions:   26000003 cycles:   11715702 heartbeat IPC: 2.32307 cumulative IPC: 2.21924 (Simulation time: 0 hr 3 min 4 sec) 
Heartbeat CPU  3 instructions:   31000000 cycles:   11938526 heartbeat IPC: 2.59241 cumulative IPC: 2.59664 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  0 instructions:   26000002 cycles:   11940784 heartbeat IPC: 2.27553 cumulative IPC: 2.17741 (Simulation time: 0 hr 3 min 7 sec) 
Heartbeat CPU  2 instructions:   31000000 cycles:   11981597 heartbeat IPC: 2.60489 cumulative IPC: 2.58730 (Simulation time: 0 hr 3 min 8 sec) 
Heartbeat CPU  1 instructions:   27000002 cycles:   12142319 heartbeat IPC: 2.34402 cumulative IPC: 2.22363 (Simulation time: 0 hr 3 min 11 sec) 
Heartbeat CPU  3 instructions:   32000000 cycles:   12325851 heartbeat IPC: 2.58181 cumulative IPC: 2.59617 (Simulation time: 0 hr 3 min 13 sec) 
Heartbeat CPU  2 instructions:   32000000 cycles:   12361765 heartbeat IPC: 2.63042 cumulative IPC: 2.58863 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  0 instructions:   27000002 cycles:   12391403 heartbeat IPC: 2.21917 cumulative IPC: 2.17893 (Simulation time: 0 hr 3 min 14 sec) 
Heartbeat CPU  1 instructions:   28000000 cycles:   12599544 heartbeat IPC: 2.18710 cumulative IPC: 2.22230 (Simulation time: 0 hr 3 min 18 sec) 
Heartbeat CPU  3 instructions:   33000000 cycles:   12712143 heartbeat IPC: 2.58872 cumulative IPC: 2.59594 (Simulation time: 0 hr 3 min 19 sec) 
Heartbeat CPU  2 instructions:   33000002 cycles:   12746328 heartbeat IPC: 2.60036 cumulative IPC: 2.58898 (Simulation time: 0 hr 3 min 20 sec) 
Heartbeat CPU  0 instructions:   28000000 cycles:   12855949 heartbeat IPC: 2.15264 cumulative IPC: 2.17798 (Simulation time: 0 hr 3 min 22 sec) 
Heartbeat CPU  1 instructions:   29000000 cycles:   13058094 heartbeat IPC: 2.18079 cumulative IPC: 2.22084 (Simulation time: 0 hr 3 min 25 sec) 
Heartbeat CPU  3 instructions:   34000001 cycles:   13097266 heartbeat IPC: 2.59658 cumulative IPC: 2.59596 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  2 instructions:   34000000 cycles:   13125949 heartbeat IPC: 2.63420 cumulative IPC: 2.59029 (Simulation time: 0 hr 3 min 26 sec) 
Heartbeat CPU  0 instructions:   29000002 cycles:   13291265 heartbeat IPC: 2.29719 cumulative IPC: 2.18188 (Simulation time: 0 hr 3 min 29 sec) 
Heartbeat CPU  3 instructions:   35000003 cycles:   13482262 heartbeat IPC: 2.59743 cumulative IPC: 2.59600 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  1 instructions:   30000002 cycles:   13488838 heartbeat IPC: 2.32157 cumulative IPC: 2.22406 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  2 instructions:   35000001 cycles:   13521721 heartbeat IPC: 2.52671 cumulative IPC: 2.58843 (Simulation time: 0 hr 3 min 32 sec) 
Heartbeat CPU  0 instructions:   30000000 cycles:   13765106 heartbeat IPC: 2.11041 cumulative IPC: 2.17942 (Simulation time: 0 hr 3 min 36 sec) 
Heartbeat CPU  3 instructions:   36000000 cycles:   13867956 heartbeat IPC: 2.59272 cumulative IPC: 2.59591 (Simulation time: 0 hr 3 min 37 sec) 
Heartbeat CPU  2 instructions:   36000000 cycles:   13899995 heartbeat IPC: 2.64358 cumulative IPC: 2.58993 (Simulation time: 0 hr 3 min 38 sec) 
Heartbeat CPU  1 instructions:   31000001 cycles:   13934763 heartbeat IPC: 2.24253 cumulative IPC: 2.22465 (Simulation time: 0 hr 3 min 39 sec) 
Heartbeat CPU  0 instructions:   31000001 cycles:   14219470 heartbeat IPC: 2.20088 cumulative IPC: 2.18011 (Simulation time: 0 hr 3 min 43 sec) 
Heartbeat CPU  3 instructions:   37000000 cycles:   14254676 heartbeat IPC: 2.58585 cumulative IPC: 2.59564 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  2 instructions:   37000000 cycles:   14293133 heartbeat IPC: 2.54364 cumulative IPC: 2.58866 (Simulation time: 0 hr 3 min 44 sec) 
Heartbeat CPU  1 instructions:   32000000 cycles:   14381825 heartbeat IPC: 2.23682 cumulative IPC: 2.22503 (Simulation time: 0 hr 3 min 46 sec) 
Heartbeat CPU  3 instructions:   38000003 cycles:   14640819 heartbeat IPC: 2.58972 cumulative IPC: 2.59548 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  0 instructions:   32000000 cycles:   14652155 heartbeat IPC: 2.31115 cumulative IPC: 2.18398 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  2 instructions:   38000002 cycles:   14677234 heartbeat IPC: 2.60349 cumulative IPC: 2.58904 (Simulation time: 0 hr 3 min 50 sec) 
Heartbeat CPU  1 instructions:   33000003 cycles:   14810617 heartbeat IPC: 2.33214 cumulative IPC: 2.22813 (Simulation time: 0 hr 3 min 52 sec) 
Heartbeat CPU  3 instructions:   39000003 cycles:   15024468 heartbeat IPC: 2.60655 cumulative IPC: 2.59577 (Simulation time: 0 hr 3 min 56 sec) 
Heartbeat CPU  2 instructions:   39000000 cycles:   15060027 heartbeat IPC: 2.61237 cumulative IPC: 2.58964 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  0 instructions:   33000003 cycles:   15084583 heartbeat IPC: 2.31253 cumulative IPC: 2.18766 (Simulation time: 0 hr 3 min 57 sec) 
Heartbeat CPU  1 instructions:   34000001 cycles:   15295884 heartbeat IPC: 2.06072 cumulative IPC: 2.22282 (Simulation time: 0 hr 4 min 0 sec) 
Heartbeat CPU  3 instructions:   40000000 cycles:   15410548 heartbeat IPC: 2.59013 cumulative IPC: 2.59562 (Simulation time: 0 hr 4 min 2 sec) 
Heartbeat CPU  2 instructions:   40000000 cycles:   15447548 heartbeat IPC: 2.58051 cumulative IPC: 2.58941 (Simulation time: 0 hr 4 min 3 sec) 
